Length,Width,Area,Roundness,Solidity,Compactness,Aspect_Ratio,Eccentricity,Extent,Type
333.2324523925781,147.1770782470703,34656.5,0.3973747253591718,0.9553298233040218,1.9909579484814568,1.7045460887833903,0.8529519544044678,0.7441009125067096,2
241.2635498046875,207.1946716308593,20184.0,0.5093338783542971,0.9859560852893048,1.282293481397039,1.9105192034875893,0.8481591523201542,0.697346600331675,2
266.7528686523437,163.9339599609375,13167.5,0.3569645208946359,0.9806367529324148,1.263296050234237,1.4000816730604215,0.7638503103209495,0.7325044503782822,2
212.61428833007807,127.67182159423828,20859.5,0.5875287439860976,0.9875020711529812,1.2649565054688572,1.6653188281890483,0.7996355586731724,0.7618795427152197,2
287.1232604980469,168.6963348388672,36843.0,0.5690210733680974,0.9353270458613118,2.528285899436657,1.702012440117901,0.809195289787417,0.7050482241273729,2
301.96832275390625,169.60321044921875,14013.5,0.3598528156589292,0.9822317235578608,1.2984188661424758,2.1183883379044777,0.8318111948615798,0.7029243579454254,2
307.2023620605469,180.1487579345703,42683.5,0.57586547406219,0.9607882860069104,1.6316560273688654,1.7052704974636694,0.8100091563722311,0.7808623906918883,2
237.3163299560547,168.65994262695312,14072.5,0.4143832869282552,0.9818251587246216,1.2847965742622949,1.9914690706198048,0.7685595442080159,0.7019403431763767,2
226.5432281494141,127.00413513183594,7976.0,0.6427184391361156,0.9764936336924585,1.2983198636448483,1.706543792759069,0.8664939374681632,0.7449332212571215,2
248.3936004638672,151.35072326660156,29112.0,0.6007604804929427,0.9498670408013444,1.8393398571126127,1.6411788137036276,0.7929258608037957,0.7329120616298683,2
317.1480712890625,187.6276397705078,29146.5,0.3689541335001058,0.97626863171998,1.6985325787308,2.224480067441015,0.9218170052226518,0.7313685636856369,2
288.0609130859375,175.0231170654297,39243.0,0.6021485613551085,0.9867239948706344,1.3693422422571362,1.645844948460439,0.7942503405945532,0.7622960372960373,2
214.9934997558593,128.79537963867188,21437.0,0.590504848427903,0.9838224833061796,1.2865155554156191,1.6692640711104034,0.8006993575097657,0.733139534883721,2
286.7727966308594,198.41835021972656,27950.5,0.4327367675586583,0.951053115111096,2.058381244801512,2.132813674441824,0.9003650151010361,0.6874877016922472,2
306.32159423828125,188.3486328125,43967.0,0.5965979061750226,0.9893007819092086,1.2769554902729776,1.6263542222959626,0.7886267663734449,0.7806363410390256,2
276.8390808105469,207.6708068847656,24473.5,0.4065850488600992,0.9432111612132424,1.8664132565287008,1.9050201235414983,0.7640629655781398,0.7074083709099318,2
358.474365234375,205.2660675048828,57384.0,0.5685710300680671,0.9861488228217908,1.3357431688827042,1.7463888191156958,0.8198277820947882,0.7704308365667334,2
240.40631103515625,181.2438507080078,16171.5,0.5806914525168455,0.9627038933206334,1.4768359969570135,1.906430490651664,0.8098286722200694,0.7071362980453889,2
359.3667907714844,190.54656982421875,41568.5,0.4098251337592911,0.9833112551450064,1.601236508649041,1.933291123672462,0.872220644149064,0.6854963720316622,2
287.79852294921875,176.38414001464844,17148.0,0.3742792875169106,0.9761206773872207,1.2998395319568337,1.680103663553603,0.7635021708573724,0.7177297840281266,2
