longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,state,yearBuilt,latitude,rentZestimate,city,zestimateLowPercent,timeOnZillow,zestimate,livingArea,zipcode,propertyTaxRate,bathrooms,bedrooms,price,zestimateHighPercent,homeType_APARTMENT,homeType_CONDO,homeType_LOT,homeType_MANUFACTURED,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY
-149.81154,2020.0,265.0,1665,AK,1979.0,61.20273,2329.0,Anchorage,10.0,4067.0,396400.0,1920.0,99508,1.31,2.0,4.0,396400,10.0,0,0,0,0,1,0
-149.81192,2020.0,265.0,1628,AK,1979.0,61.20273,2327.0,Anchorage,8.0,2631.0,387600.0,1872.0,99508,1.31,2.0,4.0,387600,8.0,0,0,0,0,1,0
-149.81767,2020.0,265.0,958,AK,1978.0,61.202637,1735.0,Anchorage,8.0,3200.0,228000.0,940.0,99508,1.31,1.0,2.0,228000,8.0,0,1,0,0,0,0
-149.81818,2020.0,265.0,872,AK,1978.0,61.20264,1735.0,Anchorage,11.0,5108.0,207700.0,940.0,99508,1.31,1.0,2.0,207700,10.0,0,1,0,0,0,0
-149.81847,2020.0,265.0,921,AK,1978.0,61.202644,1735.0,Anchorage,9.0,5250.0,219400.0,940.0,99508,1.31,1.0,2.0,219400,9.0,0,1,0,0,0,0
-149.81859,2020.0,265.0,1735,AK,1977.0,61.20273,2654.0,Anchorage,9.0,4609.0,413200.0,2028.0,99508,1.31,2.0,4.0,413200,9.0,0,0,0,0,0,1
-149.81674,2020.0,265.0,1601,AK,1977.0,61.203014,2661.0,Anchorage,12.0,6341.0,381100.0,2030.0,99508,1.31,2.0,4.0,381100,13.0,0,0,0,0,0,1
-149.81558,2020.0,265.0,922,AK,1978.0,61.203083,1807.0,Anchorage,10.0,2465.0,219500.0,871.0,99508,1.31,2.0,2.0,219500,9.0,0,1,0,0,0,0
-149.81503,2020.0,265.0,963,AK,1978.0,61.203083,1871.0,Anchorage,8.0,3581.0,229200.0,900.0,99508,1.31,1.0,2.0,229200,8.0,0,0,0,0,0,0
-149.81267,2020.0,265.0,956,AK,1978.0,61.20301,1702.0,Anchorage,7.0,2974.0,227500.0,900.0,99508,1.31,1.0,2.0,227500,7.0,0,1,0,0,0,0
-149.81172,2020.0,265.0,875,AK,1978.0,61.203083,1702.0,Anchorage,11.0,3371.0,208300.0,900.0,99508,1.31,1.0,2.0,208300,10.0,0,1,0,0,0,0
-149.81306,2020.0,0.0,1141,AK,1980.0,61.20273,1757.0,Anchorage,9.0,4379.0,271700.0,1168.0,99508,1.31,1.0,2.0,271700,8.0,0,0,0,0,0,1
-149.8143,2020.0,0.0,1134,AK,1981.0,61.202732,1765.0,Anchorage,11.0,5430.0,269900.0,1168.0,99508,1.31,1.0,2.0,269900,11.0,0,0,0,0,0,1
-149.82542,2020.0,0.0,1414,AK,1953.0,61.2042,2349.0,Anchorage,11.0,2786.0,336600.0,1519.0,99508,1.31,1.0,3.0,336600,10.0,0,0,0,0,0,1
-149.82372,2020.0,0.0,1812,AK,1957.0,61.205402,2653.0,Anchorage,10.0,3483.0,431400.0,1836.0,99508,1.31,2.0,3.0,431400,10.0,0,0,0,0,0,1
-149.82567,2020.0,0.0,1388,AK,1954.0,61.205105,2359.0,Anchorage,10.0,3420.0,330400.0,1360.0,99508,1.31,1.0,3.0,330400,9.0,0,0,0,0,0,1
-149.82732,2020.0,0.0,1541,AK,1953.0,61.203094,2691.0,Anchorage,11.0,4781.0,366800.0,1576.0,99508,1.31,2.0,3.0,366800,10.0,0,0,0,0,0,1
-149.82838,2020.0,0.0,1519,AK,1953.0,61.20371,1914.0,Anchorage,22.0,4085.0,361700.0,1034.0,99508,1.31,1.0,3.0,361700,24.0,0,0,1,0,0,0
-149.8265,2020.0,0.0,1239,AK,1953.0,61.20551,1909.0,Anchorage,10.0,3423.0,294900.0,748.0,99508,1.31,1.0,2.0,294900,10.0,0,0,0,0,0,1
-149.82756,2020.0,0.0,1636,AK,1953.0,61.205105,2684.0,Anchorage,10.0,4554.0,389500.0,1687.0,99508,1.31,2.0,3.0,389500,10.0,0,0,0,0,0,1
-149.82838,2020.0,0.0,1646,AK,1953.0,61.205307,2829.0,Anchorage,11.0,4323.0,391800.0,1636.0,99508,1.31,2.0,4.0,391800,10.0,0,0,0,0,0,1
-149.82939,2020.0,0.0,1452,AK,1953.0,61.204193,2804.0,Anchorage,10.0,5156.0,345600.0,1552.0,99508,1.31,2.0,4.0,345600,9.0,0,0,0,0,0,1
-149.82939,2020.0,0.0,1315,AK,1959.0,61.20285,2248.0,Anchorage,9.0,5487.0,313000.0,1152.0,99508,1.31,1.0,3.0,313000,9.0,0,0,0,0,0,1
-149.83002,2020.0,0.0,1292,AK,1953.0,61.203705,2369.0,Anchorage,10.0,4409.0,307600.0,1152.0,99508,1.31,1.0,3.0,307600,9.0,0,0,0,0,0,1
-149.8297,2020.0,0.0,1272,AK,1953.0,61.205074,1951.0,Anchorage,8.0,3940.0,302800.0,804.0,99508,1.31,1.0,2.0,302800,8.0,0,0,0,0,0,1
-149.83156,2020.0,0.0,1958,AK,1953.0,61.20553,2921.0,Anchorage,10.0,1653.0,466100.0,2360.0,99508,1.31,2.0,4.0,466100,10.0,0,0,0,0,0,1
-149.83174,2020.0,0.0,1808,AK,1969.0,61.20585,2786.0,Anchorage,9.0,5556.0,430500.0,2214.0,99508,1.31,2.0,4.0,430500,9.0,0,0,0,0,0,1
-149.83102,2020.0,0.0,1688,AK,1958.0,61.20548,2618.0,Anchorage,10.0,4697.0,401800.0,1976.0,99508,1.31,2.0,3.0,401800,10.0,0,0,0,0,0,1
-149.83073,2020.0,0.0,1707,AK,1958.0,61.20534,2470.0,Anchorage,9.0,4226.0,406400.0,1675.0,99508,1.31,1.5,3.0,406400,9.0,0,0,0,0,0,1
-149.83028,2020.0,0.0,1756,AK,1958.0,61.20538,2608.0,Anchorage,9.0,3879.0,418100.0,1976.0,99508,1.31,2.0,3.0,418100,9.0,0,0,0,0,0,1
-149.82994,2020.0,0.0,1897,AK,1958.0,61.205383,2818.0,Anchorage,11.0,4018.0,451600.0,2474.0,99508,1.31,2.0,4.0,451600,11.0,0,0,0,0,0,1
-149.82927,2020.0,0.0,1601,AK,1958.0,61.205383,2607.0,Anchorage,10.0,4005.0,381300.0,1976.0,99508,1.31,2.0,3.0,381300,10.0,0,0,0,0,0,1
-149.83092,2020.0,0.0,1338,AK,1953.0,61.204357,2284.0,Anchorage,10.0,3924.0,318500.0,1158.0,99508,1.31,2.0,2.0,318500,10.0,0,0,0,0,0,1
-149.83092,2020.0,0.0,1492,AK,1953.0,61.20387,2804.0,Anchorage,10.0,4121.0,355300.0,1592.0,99508,1.31,2.0,4.0,355300,10.0,0,0,0,0,0,1
-149.83092,2020.0,0.0,1867,AK,2012.0,61.203705,2772.0,Anchorage,8.0,4381.0,444500.0,1722.0,99508,1.31,2.0,4.0,444500,8.0,0,0,0,0,0,1
-149.83092,2020.0,0.0,1401,AK,1953.0,61.203026,2369.0,Anchorage,8.0,2632.0,333600.0,1152.0,99508,1.31,1.0,3.0,333600,7.0,0,0,0,0,0,1
-149.83154,2020.0,0.0,1316,AK,1952.0,61.20354,2209.0,Anchorage,8.0,4064.0,313400.0,874.0,99508,1.31,1.0,3.0,313400,7.0,0,0,0,0,0,1
-149.83153,2020.0,0.0,1296,AK,1953.0,61.204357,2372.0,Anchorage,11.0,3751.0,308500.0,1224.0,99508,1.31,1.0,3.0,308500,10.0,0,0,0,0,0,1
-149.83243,2020.0,0.0,1272,AK,1952.0,61.204033,2313.0,Anchorage,10.0,5271.0,302900.0,1150.0,99508,1.31,1.0,3.0,302900,9.0,0,0,0,0,0,1
-149.83244,2020.0,0.0,1259,AK,1953.0,61.20285,2306.0,Anchorage,11.0,5005.0,299800.0,960.0,99508,1.31,1.0,3.0,299800,10.0,0,0,0,0,0,1
-149.83305,2020.0,0.0,1186,AK,1952.0,61.20354,2209.0,Anchorage,12.0,1215.0,282300.0,874.0,99508,1.31,1.0,3.0,282300,11.0,0,0,0,0,0,1
-149.83307,2020.0,0.0,1277,AK,1953.0,61.20485,2319.0,Anchorage,13.0,5108.0,304100.0,1274.0,99508,1.31,1.0,3.0,304100,13.0,0,0,0,0,0,1
-149.83395,2020.0,0.0,1268,AK,1952.0,61.204033,2179.0,Anchorage,9.0,1239.0,301800.0,836.0,99508,1.31,1.0,3.0,301800,9.0,0,0,0,0,0,1
-149.83456,2020.0,0.0,1381,AK,1953.0,61.20267,2532.0,Anchorage,11.0,6292.0,328700.0,1428.0,99508,1.31,2.0,4.0,328700,11.0,0,0,0,0,1,0
-149.83426,2020.0,0.0,1310,AK,1953.0,61.205048,2410.0,Anchorage,12.0,3870.0,311900.0,1062.0,99508,1.31,1.5,3.0,311900,12.0,0,0,0,0,0,1
-149.83546,2020.0,0.0,1004,AK,1952.0,61.20403,2313.0,Anchorage,17.0,5626.0,239100.0,1150.0,99508,1.31,1.0,3.0,239100,17.0,0,0,0,0,0,1
-149.83609,2020.0,0.0,1234,AK,1952.0,61.2037,2004.0,Anchorage,9.0,3654.0,293700.0,1012.0,99508,1.31,1.0,2.0,293700,9.0,0,0,0,0,0,1
-149.8361,2020.0,0.0,1285,AK,1952.0,61.204845,2319.0,Anchorage,10.0,3967.0,306000.0,1166.0,99508,1.31,1.0,3.0,306000,9.0,0,0,0,0,0,1
-149.83528,2020.0,0.0,1356,AK,1952.0,61.205505,2002.0,Anchorage,7.0,3511.0,322900.0,1058.0,99508,1.31,1.0,2.0,322900,7.0,0,0,0,0,0,1
-149.83704,2020.0,0.0,1128,AK,1952.0,61.204693,2008.0,Anchorage,12.0,3843.0,268500.0,1012.0,99508,1.31,1.0,2.0,268500,13.0,0,0,0,0,0,1
-149.83704,2020.0,0.0,1850,AK,1952.0,61.203377,2954.0,Anchorage,13.0,7440.0,440400.0,2568.0,99508,1.31,2.5,3.0,440400,12.0,0,0,0,0,0,1
-149.83774,2020.0,0.0,1341,AK,1952.0,61.203022,2293.0,Anchorage,7.0,3130.0,319400.0,1012.0,99508,1.31,1.0,3.0,319400,7.0,0,0,0,0,0,1
-149.83775,2020.0,0.0,1163,AK,1952.0,61.2042,2321.0,Anchorage,12.0,3833.0,276900.0,1150.0,99508,1.31,1.0,3.0,276900,13.0,0,0,0,0,0,1
-149.83766,2020.0,0.0,1429,AK,1952.0,61.2055,2269.0,Anchorage,12.0,3406.0,340300.0,1490.0,99508,1.31,1.0,3.0,340300,12.0,0,0,0,0,0,1
-149.8346,2020.0,0.0,1676,AK,1952.0,61.20585,2626.0,Anchorage,11.0,4093.0,399100.0,1594.0,99508,1.31,2.0,3.0,399100,11.0,0,0,0,0,0,1
-149.83578,2020.0,0.0,1345,AK,1952.0,61.20229,2273.0,Anchorage,10.0,3695.0,320300.0,1430.0,99508,1.31,1.0,3.0,320300,10.0,0,0,0,0,0,1
-149.83647,2020.0,0.0,1125,AK,1952.0,61.201878,2004.0,Anchorage,12.0,5038.0,267800.0,988.0,99508,1.31,1.0,2.0,267800,11.0,0,0,0,0,0,1
-149.83551,2020.0,0.0,1343,AK,1952.0,61.201588,2270.0,Anchorage,10.0,4739.0,319800.0,988.0,99508,1.31,1.0,3.0,319800,9.0,0,0,0,0,0,1
-149.83363,2020.0,0.0,1883,AK,1952.0,61.20216,3335.0,Anchorage,11.0,3424.0,448300.0,2432.0,99508,1.31,3.0,5.0,448300,10.0,0,0,0,0,0,1
-149.83087,2020.0,0.0,1241,AK,1952.0,61.2022,2012.0,Anchorage,10.0,4414.0,295400.0,988.0,99508,1.31,1.0,2.0,295400,10.0,0,0,0,0,0,1
-149.82959,2020.0,0.0,1135,AK,1952.0,61.201614,2003.0,Anchorage,12.0,4823.0,270200.0,988.0,99508,1.31,1.0,2.0,270200,14.0,0,0,0,0,0,1
-149.82889,2020.0,0.0,1754,AK,1952.0,61.200436,2602.0,Anchorage,9.0,3436.0,417700.0,2307.0,99508,1.31,2.0,3.0,417700,9.0,0,0,0,0,0,1
-149.82726,2020.0,0.0,1635,AK,1952.0,61.199646,2697.0,Anchorage,10.0,4166.0,389200.0,1976.0,99508,1.31,2.0,3.0,389200,10.0,0,0,0,0,0,1
-149.82515,2020.0,0.0,1669,AK,1952.0,61.200123,2712.0,Anchorage,14.0,3758.0,397300.0,1971.0,99508,1.31,2.0,3.0,397300,16.0,0,0,0,0,0,1
-149.8268,2020.0,0.0,1278,AK,1952.0,61.200817,2241.0,Anchorage,12.0,5275.0,304200.0,1266.0,99508,1.31,1.0,3.0,304200,12.0,0,0,0,0,0,1
-149.82661,2020.0,0.0,1471,AK,1970.0,61.201866,2191.0,Anchorage,12.0,6097.0,350200.0,1728.0,99508,1.31,1.0,3.0,350200,12.0,0,0,0,0,0,1
-149.8281,2020.0,0.0,1157,AK,1952.0,61.20205,1998.0,Anchorage,10.0,4005.0,275400.0,988.0,99508,1.31,1.0,2.0,275400,9.0,0,0,0,0,0,1
-149.82744,2020.0,0.0,1257,AK,1952.0,61.202293,2300.0,Anchorage,13.0,3415.0,299200.0,1170.0,99508,1.31,1.0,3.0,299200,13.0,0,0,0,0,0,1
-149.82755,2020.0,0.0,1233,AK,1952.0,61.200573,1997.0,Anchorage,8.0,4046.0,293500.0,988.0,99508,1.31,1.0,2.0,293500,8.0,0,0,0,0,0,1
-149.82785,2020.0,0.0,1160,AK,1952.0,61.201668,2262.0,Anchorage,10.0,4660.0,276100.0,988.0,99508,1.31,1.0,3.0,276100,9.0,0,0,0,0,0,1
-149.83284,2020.0,0.0,1477,AK,1952.0,61.19605,1936.0,Anchorage,11.0,3332.0,351700.0,1540.0,99508,1.31,1.0,2.0,351700,11.0,0,0,0,0,0,1
-149.83383,2020.0,0.0,1172,AK,1952.0,61.19688,2228.0,Anchorage,12.0,7162.0,279000.0,988.0,99508,1.31,1.0,3.0,279000,10.0,0,0,0,0,0,1
-149.83525,2020.0,0.0,1920,AK,1952.0,61.19775,3153.0,Anchorage,13.0,3396.0,457200.0,3196.0,99508,1.31,2.5,4.0,457200,13.0,0,0,0,0,0,1
-149.83682,2020.0,0.0,1598,AK,1952.0,61.198383,2750.0,Anchorage,11.0,3459.0,380500.0,2128.0,99508,1.31,2.0,3.0,380500,11.0,0,0,0,0,0,1
-149.83783,2020.0,0.0,1047,AK,1952.0,61.19832,1862.0,Anchorage,10.0,4017.0,249300.0,702.0,99508,1.31,1.0,2.0,249300,10.0,0,0,0,0,0,1
-149.83784,2020.0,0.0,1168,AK,1952.0,61.198467,2226.0,Anchorage,7.0,3896.0,278100.0,1001.0,99508,1.31,1.0,3.0,278100,7.0,0,0,0,0,0,1
-149.83733,2020.0,0.0,1158,AK,1952.0,61.198013,2043.0,Anchorage,11.0,3882.0,275600.0,1144.0,99508,1.31,1.0,2.0,275600,11.0,0,0,0,0,0,1
-149.83733,2020.0,0.0,1167,AK,1952.0,61.19785,2053.0,Anchorage,12.0,3807.0,277900.0,1092.0,99508,1.31,1.0,2.0,277900,12.0,0,0,0,0,0,1
-149.83733,2020.0,0.0,1187,AK,1952.0,61.197693,2232.0,Anchorage,8.0,2477.0,282600.0,1014.0,99508,1.31,1.0,3.0,282600,8.0,0,0,0,0,0,1
-149.83733,2020.0,0.0,1226,AK,1952.0,61.19737,2222.0,Anchorage,8.0,1321.0,291900.0,988.0,99508,1.31,1.0,3.0,291900,8.0,0,0,0,0,0,1
-149.83733,2020.0,0.0,1223,AK,1952.0,61.197044,2222.0,Anchorage,9.0,1470.0,291100.0,988.0,99508,1.31,1.0,3.0,291100,8.0,0,0,0,0,0,1
-149.83733,2020.0,0.0,1278,AK,1952.0,61.196404,2016.0,Anchorage,8.0,2141.0,304200.0,1216.0,99508,1.31,1.0,2.0,304200,8.0,0,0,0,0,0,1
-149.83778,2020.0,0.0,1241,AK,1952.0,61.19599,2254.0,Anchorage,8.0,1523.0,295400.0,1098.0,99508,1.31,1.0,3.0,295400,8.0,0,0,0,0,0,1
-149.83783,2020.0,0.0,1025,AK,1952.0,61.19753,2044.0,Anchorage,12.0,3744.0,244100.0,988.0,99508,1.31,1.0,2.0,244100,12.0,0,0,0,0,0,1
-149.83603,2020.0,0.0,1171,AK,1952.0,61.19737,2221.0,Anchorage,9.0,3606.0,278700.0,988.0,99508,1.31,1.0,3.0,278700,9.0,0,0,0,0,0,1
-149.83653,2020.0,0.0,1169,AK,1952.0,61.19607,2050.0,Anchorage,10.0,4442.0,278400.0,1014.0,99508,1.31,1.0,2.0,278400,10.0,0,0,0,0,0,1
-149.83653,2020.0,0.0,1145,AK,1952.0,61.19737,2222.0,Anchorage,11.0,1461.0,272600.0,988.0,99508,1.31,1.0,3.0,272600,12.0,0,0,0,0,0,1
-149.83472,2020.0,0.0,1065,AK,1952.0,61.196724,2039.0,Anchorage,13.0,4151.0,253600.0,1163.0,99508,1.31,1.0,2.0,253600,14.0,0,0,0,0,0,1
-149.83522,2020.0,0.0,1089,AK,1952.0,61.196533,2044.0,Anchorage,12.0,4018.0,259300.0,988.0,99508,1.31,1.0,2.0,259300,13.0,0,0,0,0,0,1
-149.83496,2020.0,0.0,1240,AK,1952.0,61.195724,2038.0,Anchorage,8.0,3893.0,295200.0,963.0,99508,1.31,1.0,2.0,295200,8.0,0,0,0,0,0,1
-149.83759,2020.0,0.0,1167,AK,1952.0,61.19573,2051.0,Anchorage,11.0,3763.0,277800.0,1014.0,99508,1.31,1.0,2.0,277800,11.0,0,0,0,0,0,1
-149.82477,2020.0,445.0,1702,AK,1983.0,61.19444,2567.0,Anchorage,11.0,3651.0,405200.0,1805.0,99508,1.31,2.0,2.0,405200,12.0,0,0,0,0,0,0
-149.82404,2020.0,0.0,2387,AK,1971.0,61.194576,2520.0,Anchorage,14.0,3568.0,568400.0,2122.0,99508,1.31,2.0,2.0,568400,17.0,0,0,0,0,0,1
-149.79477,2020.0,0.0,1878,AK,2010.0,61.228333,3351.0,Anchorage,11.0,3308.0,447200.0,3165.0,99508,1.31,5.0,7.0,447200,12.0,0,0,0,0,1,0
-149.7948,2020.0,0.0,5,AK,1948.0,61.23069,1498.0,Anchorage,19.0,5.0,161300.0,580.0,99508,1.31,1.0,2.0,1250,20.0,0,0,0,0,0,1
-149.79582,2020.0,0.0,1263,AK,1971.0,61.230145,2200.0,Anchorage,11.0,3599.0,300600.0,1530.0,99508,1.31,2.0,5.0,300600,11.0,0,0,0,0,1,0
-149.79698,2020.0,0.0,1071,AK,1999.0,61.227917,2470.0,Anchorage,9.0,4346.0,255100.0,1092.0,99508,1.31,1.0,3.0,255100,9.0,0,0,0,0,0,1
-149.79665,2020.0,0.0,961,AK,1970.0,61.22929,1888.0,Anchorage,12.0,3702.0,228900.0,1040.0,99508,1.31,1.0,3.0,228900,10.0,0,0,0,0,0,1
-149.797,2020.0,0.0,860,AK,1948.0,61.23053,1627.0,Anchorage,14.0,3658.0,204800.0,712.0,99508,1.31,1.0,2.0,204800,15.0,0,0,0,0,0,1
-149.7977,2020.0,0.0,572,AK,1972.0,61.2311,2054.0,Anchorage,17.0,3861.0,136300.0,1200.0,99508,1.31,1.5,3.0,136300,16.0,0,1,0,0,0,0
-149.79771,2020.0,0.0,1260,AK,2002.0,61.23014,2928.0,Anchorage,5.0,74.0,298700.0,1382.0,99508,1.31,2.0,4.0,300000,5.0,0,0,0,0,0,1
-149.79735,2020.0,0.0,946,AK,1969.0,61.228874,1803.0,Anchorage,14.0,3708.0,225300.0,1040.0,99508,1.31,1.0,3.0,225300,15.0,0,0,0,0,0,1
-149.79851,2020.0,0.0,945,AK,1951.0,61.22819,1889.0,Anchorage,16.0,4026.0,224900.0,1352.0,99508,1.31,1.5,2.0,224900,16.0,0,0,0,0,0,1
-149.79956,2020.0,0.0,865,AK,1948.0,61.23041,1905.0,Anchorage,16.0,3294.0,206000.0,1024.0,99508,1.31,1.0,3.0,206000,15.0,0,0,0,0,0,1
-149.80072,2020.0,0.0,737,AK,1948.0,61.228188,1684.0,Anchorage,18.0,3735.0,175500.0,810.0,99508,1.31,1.0,2.0,175500,17.0,0,0,0,0,0,1
-149.80038,2020.0,0.0,1334,AK,1997.0,61.231094,2811.0,Anchorage,10.0,3947.0,317500.0,2062.0,99508,1.31,2.5,2.0,317500,10.0,0,0,0,0,0,1
-149.8011,2020.0,0.0,833,AK,1948.0,61.230137,1813.0,Anchorage,15.0,3907.0,198300.0,824.0,99508,1.31,1.0,3.0,198300,14.0,0,0,0,0,0,1
-149.80144,2020.0,0.0,818,AK,1956.0,61.228188,2196.0,Anchorage,19.0,3970.0,194800.0,1353.0,99508,1.31,1.0,4.0,194800,17.0,0,0,0,0,0,1
-149.80226,2020.0,0.0,545,AK,1954.0,61.228905,1358.0,Anchorage,18.0,3662.0,129800.0,719.0,99508,1.31,1.0,1.0,129800,20.0,0,0,0,0,0,1
-149.80226,2020.0,0.0,1503,AK,1969.0,61.231228,2106.0,Anchorage,9.0,2667.0,357900.0,2132.0,99508,1.31,2.0,6.0,357900,10.0,0,0,0,0,1,0
-149.80331,2020.0,0.0,1086,AK,1963.0,61.23013,2253.0,Anchorage,14.0,3414.0,258500.0,1910.0,99508,1.31,1.5,3.0,258500,13.0,0,0,0,0,0,1
-149.80414,2020.0,0.0,1256,AK,1994.0,61.227917,2542.0,Anchorage,7.0,3296.0,299000.0,1456.0,99508,1.31,2.0,3.0,299000,7.0,0,0,0,0,0,1
-149.80447,2020.0,0.0,1232,AK,1982.0,61.23026,2681.0,Anchorage,10.0,3569.0,293400.0,1820.0,99508,1.31,2.0,3.0,293400,9.0,0,0,0,0,0,1
-149.80484,2020.0,0.0,1011,AK,1956.0,61.23066,2706.0,Anchorage,16.0,5187.0,240700.0,1732.0,99508,1.31,2.0,4.0,240700,17.0,0,0,0,0,0,1
-149.80484,2020.0,0.0,1139,AK,1971.0,61.228867,2416.0,Anchorage,12.0,3497.0,271100.0,1560.0,99508,1.31,1.0,3.0,271100,11.0,0,0,0,0,0,1
-149.80603,2020.0,0.0,1292,AK,1999.0,61.23013,2678.0,Anchorage,8.0,3920.0,307500.0,1554.0,99508,1.31,2.0,4.0,307500,8.0,0,0,0,0,0,1
-149.80705,2020.0,0.0,1523,AK,1963.0,61.23081,2260.0,Anchorage,9.0,4122.0,362700.0,2312.0,99508,1.31,2.0,6.0,362700,10.0,0,0,0,0,1,0
-149.80705,2020.0,0.0,1220,AK,1967.0,61.228188,2836.0,Anchorage,12.0,4975.0,290400.0,1988.0,99508,1.31,2.0,4.0,290400,11.0,0,0,0,0,0,1
-149.79395,2020.0,0.0,856,AK,1952.0,61.22554,1424.0,Anchorage,12.0,5888.0,203900.0,828.0,99508,1.31,1.0,1.0,203900,11.0,0,0,0,0,0,1
-149.79477,2020.0,0.0,804,AK,1964.0,61.224857,1581.0,Anchorage,11.0,1488.0,191400.0,640.0,99508,1.31,1.0,2.0,191400,11.0,0,0,0,0,0,1
-149.79663,2020.0,0.0,653,AK,1952.0,61.22472,1376.0,Anchorage,18.0,3470.0,155400.0,688.0,99508,1.31,1.0,1.0,155400,17.0,0,0,0,0,0,1
-149.79395,2020.0,0.0,1270,AK,1961.0,61.227486,2107.0,Anchorage,10.0,3483.0,302300.0,1440.0,99508,1.31,2.0,4.0,302300,10.0,0,0,0,0,1,0
-149.79582,2020.0,0.0,1302,AK,1953.0,61.22749,2676.0,Anchorage,9.0,3455.0,309900.0,1800.0,99508,1.31,3.0,3.0,309900,9.0,0,0,0,0,0,1
-149.79665,2020.0,0.0,1520,AK,1968.0,61.22762,3153.0,Anchorage,10.0,3305.0,361900.0,2488.0,99508,1.31,3.0,5.0,361900,10.0,0,0,0,0,0,1
-149.79955,2020.0,0.0,936,AK,1958.0,61.227207,1217.0,Anchorage,16.0,1621.0,222900.0,1653.0,99508,1.31,1.0,1.0,222900,16.0,0,0,0,0,0,1
-149.80037,2020.0,0.0,1194,AK,1966.0,61.22567,2043.0,Anchorage,9.0,1189.0,284300.0,1750.0,99508,1.31,1.0,3.0,284300,9.0,0,0,0,0,0,1
-149.80226,2020.0,0.0,1121,AK,1972.0,61.22611,1709.0,Anchorage,13.0,5656.0,266800.0,1840.0,99508,1.31,2.5,1.0,266800,12.0,0,0,0,0,0,1
-149.8033,2020.0,0.0,2288,AK,2010.0,61.227203,3058.0,Anchorage,9.0,3666.0,544800.0,3308.0,99508,1.31,5.0,7.0,544800,9.0,0,0,0,0,1,0
-149.80414,2020.0,0.0,1882,AK,1968.0,61.2272,2454.0,Anchorage,11.0,3367.0,448200.0,3144.0,99508,1.31,4.0,8.0,448200,11.0,0,0,0,0,1,0
-149.80518,2020.0,0.0,798,AK,1950.0,61.226658,1083.0,Anchorage,16.0,4078.0,189900.0,1310.0,99508,1.31,1.0,1.0,189900,16.0,0,0,0,0,0,1
-149.806,2020.0,0.0,1198,AK,1962.0,61.226105,2221.0,Anchorage,14.0,6276.0,285300.0,2058.0,99508,1.31,2.0,4.0,285300,14.0,0,0,0,0,1,0
-149.80705,2020.0,0.0,882,AK,1950.0,61.227337,2058.0,Anchorage,11.0,2189.0,209900.0,1192.0,99508,1.31,1.0,2.0,209900,11.0,0,0,0,0,0,1
-149.80774,2020.0,0.0,768,AK,1946.0,61.2261,2328.0,Anchorage,18.0,5403.0,182900.0,1035.0,99508,1.31,1.0,3.0,182900,17.0,0,0,0,0,0,1
-149.79771,2020.0,0.0,1911,AK,1971.0,61.220825,3324.0,Anchorage,10.0,5723.0,455100.0,2864.0,99508,1.31,3.0,5.0,455100,10.0,0,0,0,0,0,1
-149.79955,2020.0,0.0,1121,AK,1966.0,61.221786,2309.0,Anchorage,11.0,3451.0,267000.0,1040.0,99508,1.31,1.0,3.0,267000,10.0,0,0,0,0,0,1
-149.79832,2020.0,0.0,1166,AK,1966.0,61.222565,2310.0,Anchorage,10.0,4106.0,277700.0,1040.0,99508,1.31,1.0,3.0,277700,9.0,0,0,0,0,0,1
-149.79848,2020.0,0.0,1138,AK,1982.0,61.222057,2484.0,Anchorage,12.0,5697.0,271000.0,1032.0,99508,1.31,1.5,3.0,271000,11.0,0,0,0,0,0,1
-149.7977,2020.0,0.0,1176,AK,1982.0,61.221237,2484.0,Anchorage,12.0,3827.0,279900.0,1032.0,99508,1.31,1.5,3.0,279900,11.0,0,0,0,0,0,1
-149.79817,2020.0,0.0,1028,AK,1969.0,61.22386,2341.0,Anchorage,14.0,3892.0,244800.0,1092.0,99508,1.31,1.0,3.0,244800,13.0,0,0,0,0,0,1
-149.80144,2020.0,0.0,1001,AK,1961.0,61.22165,2420.0,Anchorage,12.0,5466.0,238400.0,960.0,99508,1.31,1.0,3.0,238400,11.0,0,0,0,0,0,1
-149.80142,2020.0,0.0,1391,AK,1966.0,61.220833,2850.0,Anchorage,7.0,2806.0,331200.0,1755.0,99508,1.31,2.0,4.0,331200,7.0,0,0,0,0,0,1
-149.80226,2020.0,0.0,1050,AK,1962.0,61.22151,2351.0,Anchorage,10.0,3970.0,250100.0,960.0,99508,1.31,2.0,2.0,250100,10.0,0,0,0,0,0,1
-149.8033,2020.0,0.0,1331,AK,1962.0,61.221237,2830.0,Anchorage,11.0,4113.0,316800.0,1728.0,99508,1.31,2.0,4.0,316800,10.0,0,0,0,0,0,1
-149.80411,2020.0,0.0,1074,AK,1999.0,61.220966,2271.0,Anchorage,12.0,1845.0,255800.0,1040.0,99508,1.31,1.0,3.0,255800,11.0,0,0,0,0,0,1
-149.79623,2020.0,0.0,1381,AK,1964.0,61.217407,2506.0,Anchorage,10.0,3729.0,328800.0,1840.0,99508,1.31,2.0,3.0,328800,10.0,0,0,0,0,0,1
-149.79625,2020.0,0.0,1060,AK,1963.0,61.218594,2329.0,Anchorage,12.0,3511.0,252300.0,1020.0,99508,1.31,1.0,3.0,252300,11.0,0,0,0,0,0,1
