longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,state,yearBuilt,latitude,rentZestimate,city,zestimateLowPercent,timeOnZillow,zestimate,livingArea,zipcode,propertyTaxRate,bathrooms,bedrooms,price,zestimateHighPercent,homeType_APARTMENT,homeType_CONDO,homeType_LOT,homeType_MANUFACTURED,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY
-149.92935,2020.0,0.0,1972,AK,1968.0,61.18361,2247.0,Anchorage,8.0,1139.0,469500.0,1980.0,99517,1.31,2.0,4.0,469500,8.0,0,0,0,0,1,0
-149.92986,2020.0,0.0,738,AK,1952.0,61.181965,1771.0,Anchorage,25.0,2868.0,175800.0,816.0,99517,1.31,0.0,2.0,175800,31.0,0,0,1,0,0,0
-149.93121,2020.0,0.0,1506,AK,1954.0,61.1811,2570.0,Anchorage,9.0,3305.0,358500.0,1896.0,99517,1.31,2.0,3.0,358500,9.0,0,0,0,0,0,1
-149.92894,2020.0,0.0,1352,AK,1954.0,61.181026,2349.0,Anchorage,11.0,3953.0,321800.0,936.0,99517,1.31,1.5,3.0,321800,10.0,0,0,0,0,0,1
-149.9291,2020.0,0.0,1142,AK,1952.0,61.18236,1960.0,Anchorage,9.0,3701.0,271900.0,868.0,99517,1.31,1.0,2.0,271900,9.0,0,0,0,0,0,1
-149.92506,2020.0,0.0,1387,AK,1963.0,61.18107,2493.0,Anchorage,7.0,2304.0,330300.0,1152.0,99517,1.31,2.0,3.0,330300,7.0,0,0,0,0,0,1
-149.92584,2020.0,0.0,1509,AK,1963.0,61.1814,2393.0,Anchorage,11.0,3445.0,359200.0,1904.0,99517,1.31,2.0,5.0,359200,11.0,0,0,0,0,1,0
-149.91978,2020.0,0.0,1677,AK,1954.0,61.182404,3250.0,Anchorage,11.0,5117.0,399300.0,2348.0,99517,1.31,3.0,4.0,399300,11.0,0,0,0,0,0,1
-149.92004,2020.0,0.0,2200,AK,1968.0,61.18324,2428.0,Anchorage,9.0,4130.0,523900.0,2304.0,99517,1.31,4.0,8.0,523900,10.0,0,0,0,0,1,0
-149.92322,2020.0,0.0,1126,AK,1955.0,61.18217,1944.0,Anchorage,11.0,4445.0,268200.0,862.0,99517,1.31,1.0,2.0,268200,11.0,0,0,0,0,0,1
-149.92241,2020.0,0.0,1156,AK,1952.0,61.182167,1930.0,Anchorage,11.0,1299.0,275300.0,1026.0,99517,1.31,2.0,2.0,275300,11.0,0,0,0,0,1,0
-149.92395,2020.0,0.0,1673,AK,1954.0,61.182938,2219.0,Anchorage,11.0,6342.0,398300.0,1920.0,99517,1.31,2.0,4.0,398300,11.0,0,0,0,0,1,0
-149.92316,2020.0,0.0,1743,AK,1959.0,61.18261,2369.0,Anchorage,8.0,1106.0,415100.0,2051.0,99517,1.31,2.0,5.0,415100,8.0,0,0,0,0,1,0
-149.92703,2020.0,0.0,1383,AK,1959.0,61.182606,2533.0,Anchorage,7.0,2568.0,329400.0,1041.0,99517,1.31,2.0,3.0,329400,7.0,0,0,0,0,0,1
-149.92204,2020.0,0.0,1367,AK,1952.0,61.183353,2253.0,Anchorage,10.0,3917.0,325400.0,1540.0,99517,1.31,2.0,2.0,325400,10.0,0,0,0,0,0,1
-149.92586,2020.0,0.0,1079,AK,1947.0,61.183376,1941.0,Anchorage,12.0,4190.0,256900.0,770.0,99517,1.31,1.0,2.0,256900,12.0,0,0,0,0,0,1
-149.92545,2020.0,0.0,1403,AK,1953.0,61.183372,2639.0,Anchorage,14.0,6361.0,334000.0,1968.0,99517,1.31,1.5,4.0,334000,13.0,0,0,0,0,0,1
-149.91559,2020.0,0.0,1140,AK,1951.0,61.184635,2141.0,Anchorage,13.0,4026.0,271400.0,896.0,99517,1.31,1.0,2.0,271400,14.0,0,0,0,0,0,1
-149.91557,2020.0,0.0,2086,AK,1958.0,61.183704,2997.0,Anchorage,8.0,3666.0,496700.0,2438.0,99517,1.31,3.0,4.0,496700,9.0,0,0,0,0,1,0
-149.91647,2020.0,0.0,2650,AK,1983.0,61.18367,3817.0,Anchorage,10.0,3962.0,631000.0,4240.0,99517,1.31,5.0,7.0,631000,11.0,0,0,0,0,1,0
-149.91734,2020.0,0.0,847,AK,1950.0,61.183846,1880.0,Anchorage,15.0,4128.0,201600.0,560.0,99517,1.31,2.0,1.0,201600,15.0,0,0,0,0,1,0
-149.91739,2020.0,0.0,990,AK,1957.0,61.183033,2150.0,Anchorage,13.0,7551.0,235800.0,774.0,99517,1.31,1.0,2.0,235800,12.0,0,0,0,0,0,1
-149.91667,2020.0,0.0,1503,AK,1961.0,61.182343,2352.0,Anchorage,13.0,6468.0,357900.0,1808.0,99517,1.31,2.0,3.0,357900,12.0,0,0,0,0,1,0
-149.9141,2020.0,0.0,774,AK,1952.0,61.1816,1754.0,Anchorage,17.0,4453.0,184400.0,480.0,99517,1.31,1.0,1.0,184400,15.0,0,0,0,0,0,1
-149.91527,2020.0,0.0,1542,AK,1951.0,61.18217,2698.0,Anchorage,14.0,3630.0,367100.0,2236.0,99517,1.31,1.5,3.0,367100,13.0,0,0,0,0,0,1
-149.91151,2020.0,0.0,1314,AK,1957.0,61.18398,2932.0,Anchorage,10.0,2027.0,312900.0,1766.0,99503,1.31,2.0,3.0,312900,10.0,0,0,0,0,0,1
-149.91148,2020.0,0.0,1304,AK,1959.0,61.181282,2819.0,Anchorage,9.0,2251.0,310500.0,1636.0,99503,1.31,2.0,3.0,310500,9.0,0,0,0,0,0,1
-149.9124,2020.0,0.0,640,AK,1983.0,61.18107,2015.0,Anchorage,14.0,4061.0,152400.0,750.0,99503,1.31,1.0,2.0,152400,14.0,1,0,0,0,0,0
-149.91035,2020.0,0.0,1722,AK,1953.0,61.181557,3020.0,Anchorage,12.0,4169.0,410000.0,2792.0,99503,1.31,2.5,5.0,410000,12.0,0,0,0,0,1,0
-149.91035,2020.0,0.0,1714,AK,1957.0,61.182976,2916.0,Anchorage,10.0,3673.0,408000.0,1925.0,99503,1.31,3.0,4.0,408000,10.0,0,0,0,0,1,0
-149.91037,2020.0,0.0,1150,AK,1952.0,61.184322,3113.0,Anchorage,19.0,3938.0,273700.0,1858.0,99503,1.31,2.0,4.0,273700,20.0,0,0,0,0,0,1
-149.90944,2020.0,0.0,1404,AK,1962.0,61.18325,3027.0,Anchorage,10.0,4085.0,334400.0,1839.0,99503,1.31,2.0,4.0,334400,10.0,0,0,0,0,0,1
-149.90944,2020.0,0.0,1096,AK,1954.0,61.181282,1809.0,Anchorage,12.0,3588.0,260900.0,1520.0,99503,1.31,1.0,2.0,260900,12.0,0,0,0,0,0,1
-149.90831,2020.0,0.0,1601,AK,1956.0,61.183983,2886.0,Anchorage,10.0,4166.0,381200.0,1928.0,99503,1.31,2.0,3.0,381200,10.0,0,0,0,0,0,1
-149.9074,2020.0,0.0,1605,AK,1964.0,61.183662,2515.0,Anchorage,10.0,5244.0,382100.0,1752.0,99503,1.31,2.0,4.0,382100,10.0,0,0,0,0,1,0
-149.90721,2020.0,0.0,1785,AK,1964.0,61.18206,3045.0,Anchorage,5.0,28.0,412400.0,4032.0,99503,1.31,4.0,4.0,425000,5.0,0,0,0,0,1,0
-149.90614,2020.0,0.0,1386,AK,1965.0,61.18213,1957.0,Anchorage,8.0,3262.0,330000.0,1276.0,99503,1.31,1.0,3.0,330000,8.0,0,0,0,0,0,1
-149.90614,2020.0,0.0,1250,AK,1960.0,61.183525,1790.0,Anchorage,11.0,4747.0,297500.0,1656.0,99503,1.31,1.0,2.0,297500,11.0,0,0,0,0,0,1
-149.90517,2020.0,0.0,851,AK,1978.0,61.183044,2327.0,Anchorage,9.0,3325.0,202500.0,1170.0,99503,1.31,2.0,2.0,202500,9.0,0,1,0,0,0,0
-149.90517,2020.0,0.0,805,AK,1978.0,61.183044,2327.0,Anchorage,11.0,4001.0,191700.0,1170.0,99503,1.31,2.0,2.0,191700,11.0,0,1,0,0,0,0
-149.90446,2020.0,0.0,1451,AK,1964.0,61.183674,3110.0,Anchorage,10.0,1232.0,345500.0,1920.0,99503,1.31,2.0,4.0,345500,10.0,0,0,0,0,0,1
-149.90302,2020.0,0.0,1707,AK,1963.0,61.18296,2214.0,Anchorage,11.0,4012.0,406500.0,2296.0,99503,1.31,2.0,3.0,406500,12.0,0,0,0,0,1,0
-149.90321,2020.0,0.0,1296,AK,1966.0,61.18112,2415.0,Anchorage,12.0,4124.0,308500.0,1180.0,99503,1.31,1.5,3.0,308500,11.0,0,0,0,0,0,1
-149.90205,2020.0,0.0,1772,AK,1975.0,61.183487,2517.0,Anchorage,9.0,1477.0,421900.0,2120.0,99503,1.31,2.0,4.0,421900,9.0,0,0,0,0,1,0
-149.90091,2020.0,0.0,1496,AK,1973.0,61.184258,2569.0,Anchorage,9.0,3657.0,356300.0,1512.0,99503,1.31,2.0,4.0,356300,9.0,0,0,0,0,0,1
-149.90091,2020.0,0.0,2021,AK,1961.0,61.18256,3301.0,Anchorage,8.0,4479.0,481200.0,2420.0,99503,1.31,3.0,5.0,481200,8.0,0,0,0,0,0,1
-149.90002,2020.0,0.0,1152,AK,1964.0,61.181126,1892.0,Anchorage,10.0,4120.0,274200.0,988.0,99503,1.31,1.0,2.0,274200,10.0,0,0,0,0,0,1
-149.9006,2020.0,0.0,1178,AK,1963.0,61.182377,1875.0,Anchorage,10.0,3856.0,280400.0,888.0,99503,1.31,1.0,2.0,280400,9.0,0,0,0,0,0,1
-149.9006,2020.0,0.0,1508,AK,1967.0,61.183567,1520.0,Anchorage,21.0,3233.0,359000.0,1014.0,99503,1.31,1.0,2.0,359000,24.0,1,0,0,0,0,0
-149.91081,2020.0,0.0,1171,AK,1951.0,61.1801,2016.0,Anchorage,10.0,3697.0,278800.0,936.0,99503,1.31,1.0,2.0,278800,10.0,0,0,0,0,0,1
-149.9108,2020.0,0.0,2142,AK,1994.0,61.179527,3649.0,Anchorage,8.0,3779.0,509900.0,1935.0,99503,1.31,3.0,3.0,509900,8.0,0,0,0,0,0,1
-149.90646,2020.0,0.0,1468,AK,1959.0,61.179523,1902.0,Anchorage,8.0,2906.0,349500.0,1200.0,99503,1.31,1.0,3.0,349500,8.0,0,0,0,0,0,1
-149.9108,2020.0,0.0,1948,AK,1963.0,61.17906,3151.0,Anchorage,11.0,1467.0,463800.0,2320.0,99503,1.31,3.0,5.0,463800,11.0,0,0,0,0,1,0
-149.91136,2020.0,0.0,2680,AK,1965.0,61.17849,4462.0,Anchorage,9.0,2602.0,638100.0,3720.0,99503,1.31,4.0,5.0,638100,10.0,0,0,0,0,0,1
-149.9059,2020.0,0.0,1926,AK,1964.0,61.178017,2154.0,Anchorage,9.0,2751.0,458500.0,2426.0,99503,1.31,2.0,5.0,458500,10.0,0,0,0,0,1,0
-149.91077,2020.0,0.0,2262,AK,1964.0,61.17746,3509.0,Anchorage,9.0,1902.0,538600.0,2725.0,99503,1.31,3.0,4.0,538600,9.0,0,0,0,0,0,1
-149.9059,2020.0,0.0,1716,AK,1969.0,61.177364,2816.0,Anchorage,10.0,4820.0,408500.0,2252.0,99503,1.31,2.0,3.0,408500,10.0,0,0,0,0,0,1
-149.89865,2020.0,0.0,1587,AK,1966.0,61.1783,2756.0,Anchorage,13.0,3469.0,377800.0,1728.0,99503,1.31,2.0,3.0,377800,15.0,0,0,0,0,0,1
-149.90135,2020.0,0.0,1644,AK,1965.0,61.17879,2890.0,Anchorage,12.0,3506.0,391400.0,1728.0,99503,1.31,2.0,4.0,391400,13.0,0,0,0,0,0,1
-149.90408,2020.0,0.0,1819,AK,1964.0,61.178867,2870.0,Anchorage,8.0,2717.0,433000.0,2184.0,99503,1.31,2.0,4.0,433000,9.0,0,0,0,0,0,1
-149.90508,2020.0,0.0,1418,AK,1965.0,61.17839,2607.0,Anchorage,12.0,4122.0,337500.0,1520.0,99503,1.31,1.5,3.0,337500,12.0,0,0,0,0,0,1
-149.90416,2020.0,0.0,1738,AK,1965.0,61.177338,3004.0,Anchorage,8.0,3317.0,413900.0,1920.0,99503,1.31,2.0,5.0,413900,9.0,0,0,0,0,0,1
-149.90294,2020.0,0.0,1455,AK,1965.0,61.178364,2873.0,Anchorage,10.0,4025.0,346400.0,1728.0,99503,1.31,2.0,3.0,346400,10.0,0,0,0,0,0,1
-149.90154,2020.0,0.0,1879,AK,1965.0,61.17837,3223.0,Anchorage,8.0,3724.0,447300.0,1986.0,99503,1.31,3.0,4.0,447300,9.0,0,0,0,0,0,1
-149.9,2020.0,0.0,1898,AK,1971.0,61.178043,2798.0,Anchorage,10.0,3963.0,451800.0,2672.0,99503,1.31,2.0,3.0,451800,11.0,0,0,0,0,0,1
-149.9,2020.0,0.0,1699,AK,1966.0,61.1772,2804.0,Anchorage,13.0,3960.0,404600.0,2016.0,99503,1.31,2.0,4.0,404600,14.0,0,0,0,0,0,1
-149.90138,2020.0,0.0,1573,AK,1965.0,61.177933,2834.0,Anchorage,13.0,4534.0,374500.0,2080.0,99503,1.31,2.0,4.0,374500,15.0,0,0,0,0,0,1
-149.92189,2020.0,0.0,1700,AK,1962.0,61.180115,2346.0,Anchorage,14.0,3644.0,404700.0,2260.0,99517,1.31,1.5,3.0,404700,15.0,0,0,0,0,0,1
-149.9198,2020.0,0.0,1423,AK,1984.0,61.18029,2569.0,Anchorage,8.0,2133.0,338900.0,1543.0,99517,1.31,2.0,3.0,338900,8.0,0,0,0,0,0,1
-149.92064,2020.0,0.0,1592,AK,1999.0,61.180622,2641.0,Anchorage,8.0,6167.0,379000.0,1588.0,99517,1.31,2.0,3.0,379000,8.0,0,0,0,0,0,1
-149.92563,2020.0,0.0,1633,AK,1962.0,61.179634,2238.0,Anchorage,11.0,6091.0,388700.0,1920.0,99517,1.31,2.0,4.0,388700,11.0,0,0,0,0,1,0
-149.92181,2020.0,0.0,1200,AK,1962.0,61.179638,1886.0,Anchorage,12.0,1238.0,285700.0,888.0,99517,1.31,1.0,2.0,285700,13.0,0,0,0,0,0,1
-149.92093,2020.0,0.0,1354,AK,1963.0,61.17928,2432.0,Anchorage,7.0,2274.0,322300.0,1128.0,99517,1.31,1.0,4.0,322300,7.0,0,0,0,0,0,1
-149.9233,2020.0,0.0,1583,AK,1969.0,61.179276,2814.0,Anchorage,11.0,2568.0,376800.0,1920.0,99517,1.31,2.0,4.0,376800,11.0,0,0,0,0,0,1
-149.92542,2020.0,0.0,1598,AK,1964.0,61.179276,2982.0,Anchorage,9.0,3865.0,380400.0,1824.0,99517,1.31,2.0,5.0,380400,9.0,0,0,0,0,0,1
-149.92691,2020.0,0.0,1546,AK,1965.0,61.17927,2807.0,Anchorage,9.0,3361.0,368200.0,1824.0,99517,1.31,2.0,4.0,368200,9.0,0,0,0,0,0,1
-149.9266,2020.0,0.0,1680,AK,1971.0,61.17874,2859.0,Anchorage,10.0,3344.0,400000.0,2156.0,99517,1.31,2.0,4.0,400000,10.0,0,0,0,0,0,1
-149.92484,2020.0,0.0,1365,AK,1971.0,61.178745,2176.0,Anchorage,5.0,26.0,330500.0,960.0,99517,1.31,1.0,3.0,325000,5.0,0,0,0,0,0,1
-149.92271,2020.0,0.0,1852,AK,1969.0,61.17874,3352.0,Anchorage,10.0,2055.0,441000.0,2232.0,99517,1.31,2.5,3.0,441000,10.0,0,0,0,0,0,1
-149.9209,2020.0,0.0,1353,AK,1963.0,61.178745,2385.0,Anchorage,9.0,3743.0,322200.0,1152.0,99517,1.31,1.0,3.0,322200,9.0,0,0,0,0,0,1
-149.9188,2020.0,0.0,1127,AK,1970.0,61.178753,2208.0,Anchorage,10.0,4040.0,268300.0,864.0,99517,1.31,1.0,3.0,268300,10.0,0,0,0,0,0,1
-149.9229,2020.0,0.0,1708,AK,2000.0,61.178387,2888.0,Anchorage,7.0,3540.0,406700.0,1442.0,99517,1.31,2.0,3.0,406700,7.0,0,0,0,0,0,1
-149.925,2020.0,0.0,1684,AK,1970.0,61.178387,3140.0,Anchorage,8.0,3925.0,401000.0,1920.0,99517,1.31,2.0,3.0,401000,8.0,0,0,0,0,0,1
-149.92747,2020.0,0.0,1297,AK,1972.0,61.178387,2202.0,Anchorage,10.0,5712.0,308800.0,1068.0,99517,1.31,1.0,3.0,308800,9.0,0,0,0,0,0,1
-149.92534,2020.0,0.0,1554,AK,1969.0,61.177856,3138.0,Anchorage,10.0,3868.0,370100.0,1920.0,99517,1.31,2.0,4.0,370100,10.0,0,0,0,0,0,1
-149.92255,2020.0,0.0,1546,AK,1970.0,61.17786,3142.0,Anchorage,11.0,4212.0,368100.0,1920.0,99517,1.31,2.0,3.0,368100,11.0,0,0,0,0,0,1
-149.9208,2020.0,0.0,1700,AK,1972.0,61.177498,2231.0,Anchorage,11.0,4092.0,404700.0,2192.0,99517,1.31,2.0,5.0,404700,11.0,0,0,0,0,1,0
-149.9229,2020.0,0.0,1431,AK,1972.0,61.177494,2474.0,Anchorage,11.0,4072.0,340700.0,1512.0,99517,1.31,1.0,3.0,340700,10.0,0,0,0,0,0,1
-149.92604,2020.0,0.0,1659,AK,1973.0,61.17749,3134.0,Anchorage,10.0,3990.0,394900.0,2160.0,99517,1.31,2.0,4.0,394900,10.0,0,0,0,0,0,1
-149.91798,2020.0,0.0,1777,AK,1979.0,61.177868,3159.0,Anchorage,7.0,2489.0,423100.0,1904.0,99517,1.31,2.0,4.0,423100,7.0,0,0,0,0,0,1
-149.94147,2020.0,0.0,464,AK,1982.0,61.180492,1376.0,Anchorage,15.0,6203.0,110500.0,650.0,99517,1.31,1.0,1.0,110500,15.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,711,AK,1982.0,61.180492,2075.0,Anchorage,12.0,6496.0,169400.0,1121.0,99517,1.31,1.5,2.0,169400,12.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,674,AK,1982.0,61.180492,1531.0,Anchorage,12.0,1537.0,160400.0,827.0,99517,1.31,1.0,1.0,160400,11.0,1,0,0,0,0,0
-149.94147,2020.0,0.0,517,AK,1982.0,61.180492,1390.0,Anchorage,12.0,3493.0,123000.0,669.0,99517,1.31,1.0,1.0,123000,12.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,776,AK,1982.0,61.180492,1789.0,Anchorage,11.0,3730.0,184700.0,958.0,99517,1.31,1.0,2.0,184700,10.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,489,AK,1982.0,61.180492,1234.0,Anchorage,11.0,3252.0,116500.0,446.0,99517,1.31,1.0,1.0,116500,11.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,595,AK,1982.0,61.180492,1390.0,Anchorage,11.0,4430.0,141600.0,669.0,99517,1.31,1.0,1.0,141600,10.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,550,AK,1982.0,61.180492,1390.0,Anchorage,13.0,3651.0,130900.0,669.0,99517,1.31,1.0,1.0,130900,13.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,768,AK,1982.0,61.180492,1533.0,Anchorage,8.0,3336.0,182800.0,829.0,99517,1.31,1.0,1.0,182800,8.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,722,AK,1982.0,61.180492,1809.0,Anchorage,9.0,3345.0,171800.0,992.0,99517,1.31,1.0,2.0,171800,9.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,632,AK,1982.0,61.180492,1390.0,Anchorage,9.0,4015.0,150400.0,669.0,99517,1.31,1.0,1.0,150400,9.0,0,1,0,0,0,0
-149.94147,2020.0,0.0,726,AK,1982.0,61.180492,1533.0,Anchorage,10.0,4130.0,172800.0,829.0,99517,1.31,1.0,1.0,172800,10.0,0,1,0,0,0,0
-149.94225,2020.0,0.0,2420,AK,1952.0,61.178837,2058.0,Anchorage,15.0,3736.0,576300.0,1308.0,99517,1.31,0.5,2.0,576300,17.0,0,0,0,0,0,1
-149.93604,2020.0,0.0,2326,AK,1974.0,61.177753,2545.0,Anchorage,10.0,3856.0,553800.0,3322.0,99517,1.31,3.0,6.0,553800,10.0,0,0,0,0,1,0
-149.93423,2020.0,0.0,1683,AK,1978.0,61.178436,2163.0,Anchorage,11.0,3868.0,400800.0,1928.0,99517,1.31,4.0,6.0,400800,12.0,0,0,0,0,1,0
-149.9367,2020.0,0.0,1674,AK,1972.0,61.17927,2634.0,Anchorage,10.0,3801.0,398600.0,2172.0,99517,1.31,2.0,3.0,398600,10.0,0,0,0,0,0,1
-149.9331,2020.0,0.0,1349,AK,1983.0,61.18056,2363.0,Anchorage,12.0,3757.0,321100.0,1176.0,99517,1.31,1.5,3.0,321100,11.0,0,0,0,0,0,1
-149.92943,2020.0,0.0,2128,AK,1971.0,61.17711,3354.0,Anchorage,11.0,3848.0,506600.0,2886.0,99517,1.31,4.0,5.0,506600,10.0,0,0,0,0,0,1
-149.92839,2020.0,0.0,2004,AK,1981.0,61.177715,2930.0,Anchorage,10.0,3462.0,477200.0,2576.0,99517,1.31,2.5,3.0,477200,10.0,0,0,0,0,0,1
-149.93195,2020.0,0.0,2326,AK,1972.0,61.17783,3327.0,Anchorage,9.0,2920.0,553800.0,3390.0,99517,1.31,3.75,6.0,553800,9.0,0,0,0,0,0,1
-149.94057,2020.0,0.0,1786,AK,1973.0,61.176228,2319.0,Anchorage,10.0,5460.0,425300.0,2176.0,99517,1.31,3.0,4.0,425300,11.0,0,0,0,0,1,0
-149.9387,2020.0,0.0,1650,AK,1971.0,61.17547,2181.0,Anchorage,11.0,9514.0,392900.0,1976.0,99517,1.31,2.0,4.0,392900,11.0,0,0,0,0,1,0
-149.93893,2020.0,0.0,1787,AK,1955.0,61.17583,2236.0,Anchorage,12.0,4031.0,425400.0,2820.0,99517,1.31,2.0,4.0,425400,12.0,0,0,0,0,1,0
-149.93713,2020.0,0.0,1958,AK,1976.0,61.175755,2180.0,Anchorage,14.0,3819.0,466300.0,1250.0,99517,1.31,1.5,3.0,466300,15.0,0,0,0,0,0,0
-149.934,2020.0,0.0,3031,AK,1983.0,61.174686,4203.0,Anchorage,9.0,4927.0,721600.0,5047.0,99517,1.31,3.0,6.0,721600,10.0,0,0,0,0,0,1
-149.93471,2020.0,304.0,848,AK,1982.0,61.17398,1840.0,Anchorage,9.0,3186.0,202000.0,923.0,99502,1.31,2.0,2.0,202000,9.0,0,1,0,0,0,0
-149.9345,2020.0,235.0,689,AK,1982.0,61.17431,1561.0,Anchorage,9.0,3606.0,164100.0,643.0,99502,1.31,1.0,1.0,164100,8.0,0,1,0,0,0,0
-149.9354,2020.0,0.0,656,AK,1982.0,61.174435,1561.0,Anchorage,10.0,3410.0,156300.0,643.0,99502,1.31,1.0,1.0,156300,10.0,0,1,0,0,0,0
-149.9354,2020.0,304.0,809,AK,1982.0,61.174435,1824.0,Anchorage,10.0,4022.0,192500.0,898.0,99502,1.31,2.0,2.0,192500,9.0,0,1,0,0,0,0
-149.9354,2020.0,304.0,842,AK,1982.0,61.174435,1830.0,Anchorage,9.0,3364.0,200400.0,907.0,99502,1.31,2.0,2.0,200400,9.0,0,1,0,0,0,0
-149.936,2020.0,0.0,632,AK,1982.0,61.17444,1554.0,Anchorage,10.0,2826.0,150500.0,635.0,99502,1.31,1.0,1.0,150500,9.0,0,1,0,0,0,0
-149.936,2020.0,0.0,651,AK,1982.0,61.17444,1566.0,Anchorage,10.0,3437.0,154900.0,650.0,99502,1.31,1.0,1.0,154900,10.0,1,0,0,0,0,0
-149.93524,2020.0,0.0,896,AK,1982.0,61.174423,2093.0,Anchorage,9.0,4535.0,213300.0,1016.0,99502,1.31,2.0,2.0,213300,9.0,0,1,0,0,0,0
-149.93524,2020.0,269.0,934,AK,1982.0,61.174423,2076.0,Anchorage,9.0,3739.0,222300.0,1033.0,99502,1.31,2.0,2.0,222300,9.0,0,1,0,0,0,0
-149.93541,2020.0,321.0,980,AK,1982.0,61.17435,2076.0,Anchorage,5.0,26.0,225400.0,1033.0,99502,1.31,2.0,2.0,233233,5.0,0,1,0,0,0,0
-149.93533,2020.0,253.0,905,AK,1982.0,61.174854,2109.0,Anchorage,9.0,2793.0,215400.0,1002.0,99502,1.31,2.0,2.0,215400,8.0,0,1,0,0,0,0
-149.92914,2020.0,0.0,1809,AK,1971.0,61.17639,2682.0,Anchorage,10.0,19949.0,430700.0,2240.0,99517,1.31,2.0,4.0,430700,10.0,0,0,0,0,0,1
-149.93219,2020.0,0.0,1542,AK,1970.0,61.17692,2352.0,Anchorage,11.0,19949.0,367100.0,1384.0,99517,1.31,2.0,3.0,367100,11.0,0,0,0,0,0,1
-149.93279,2020.0,0.0,1660,AK,1970.0,61.175575,2501.0,Anchorage,11.0,10777.0,395300.0,1768.0,99517,1.31,2.5,3.0,395300,11.0,0,0,0,0,0,1
-149.9332,2020.0,0.0,1801,AK,1965.0,61.175926,2771.0,Anchorage,14.0,3375.0,428800.0,1900.0,99517,1.31,2.0,4.0,428800,15.0,0,0,0,0,0,1
-149.93477,2020.0,0.0,2113,AK,1971.0,61.175686,3063.0,Anchorage,11.0,19949.0,503100.0,3230.0,99517,1.31,2.0,5.0,503100,11.0,0,0,0,0,0,1
-149.92911,2020.0,0.0,1792,AK,1969.0,61.175873,2696.0,Anchorage,10.0,4145.0,426700.0,2288.0,99517,1.31,2.0,4.0,426700,10.0,0,0,0,0,0,1
-149.93208,2020.0,0.0,3444,AK,1972.0,61.174892,3535.0,Anchorage,15.0,3413.0,820000.0,3564.0,99517,1.31,4.0,3.0,820000,17.0,0,0,0,0,0,1
-149.93556,2020.0,0.0,2348,AK,1971.0,61.176662,1731.0,Anchorage,15.0,1628.0,559000.0,900.0,99517,1.31,1.0,1.0,559000,18.0,0,0,0,0,0,1
-149.938,2020.0,0.0,2376,AK,2001.0,61.176464,2757.0,Anchorage,8.0,4807.0,565700.0,2912.0,99517,1.31,4.0,6.0,565700,8.0,0,0,0,0,1,0
-149.9404,2020.0,0.0,1839,AK,1975.0,61.176838,2862.0,Anchorage,11.0,4740.0,437800.0,2400.0,99517,1.31,2.5,3.0,437800,10.0,0,0,0,0,0,1
-149.90987,2020.0,0.0,1689,AK,1969.0,61.175674,2833.0,Anchorage,11.0,4085.0,402200.0,2244.0,99503,1.31,2.0,3.0,402200,11.0,0,0,0,0,0,1
-149.90889,2020.0,0.0,1637,AK,1969.0,61.174408,2864.0,Anchorage,9.0,3470.0,389800.0,1948.0,99503,1.31,2.0,4.0,389800,9.0,0,0,0,0,0,1
-149.90646,2020.0,0.0,1788,AK,1963.0,61.173904,3372.0,Anchorage,12.0,4080.0,425600.0,2142.0,99503,1.31,3.0,5.0,425600,12.0,0,0,0,0,0,1
-149.90399,2020.0,0.0,1567,AK,1964.0,61.174084,2826.0,Anchorage,10.0,4061.0,373000.0,1674.0,99503,1.31,2.0,3.0,373000,10.0,0,0,0,0,0,1
-149.90211,2020.0,0.0,1745,AK,1966.0,61.17463,2743.0,Anchorage,10.0,1434.0,415500.0,1872.0,99503,1.31,2.0,3.0,415500,10.0,0,0,0,0,0,1
-149.90155,2020.0,0.0,1588,AK,1964.0,61.17569,2891.0,Anchorage,11.0,4102.0,378100.0,1872.0,99503,1.31,2.0,3.0,378100,10.0,0,0,0,0,0,1
-149.89919,2020.0,0.0,1682,AK,1964.0,61.175938,2825.0,Anchorage,9.0,2582.0,400400.0,2080.0,99503,1.31,2.0,4.0,400400,10.0,0,0,0,0,0,1
-149.89865,2020.0,0.0,1549,AK,1966.0,61.176964,2749.0,Anchorage,10.0,4044.0,368800.0,1872.0,99503,1.31,2.0,3.0,368800,10.0,0,0,0,0,0,1
-149.90091,2020.0,0.0,1776,AK,1965.0,61.17673,2869.0,Anchorage,11.0,4173.0,422800.0,2132.0,99503,1.31,2.0,4.0,422800,10.0,0,0,0,0,0,1
-149.90277,2020.0,0.0,1485,AK,1965.0,61.176884,2886.0,Anchorage,9.0,1705.0,353500.0,1728.0,99503,1.31,2.0,4.0,353500,9.0,0,0,0,0,0,1
