Length,Width,Area,Roundness,Solidity,Compactness,Aspect_Ratio,Eccentricity,Extent,Type,cluster,cluster_average_Type
272.5532531738281,227.9406280517578,22619.0,0.4604666841601936,0.9733835395373855,1.4582654350618265,1.5657952762056258,0.798147052895667,0.6811925914771871,0,0,1.1678520625889046
340.9427185058594,234.1881256103516,23038.0,0.4519833645824471,0.9573040244333174,1.6018441188803358,1.5529917649784402,0.7552328241374546,0.6563532763532763,0,1,0.8819277108433735
344.5979919433594,229.41860961914065,22386.5,0.1783044210527749,0.9672701348081576,1.4877715772358069,1.696236043869504,0.8451513351361648,0.6836198735762055,0,1,0.8819277108433735
367.8506774902344,232.76315307617188,22578.5,0.5479654750302986,0.9655120803934146,1.5409794301361903,1.9425380343065204,0.8061216457528314,0.6853600048567265,0,2,0.6910299003322259
276.1401062011719,230.15074157714844,19068.0,0.4302722980992892,0.9514495284666434,1.6293950847682457,2.14250290074333,0.8446230514946854,0.7147998200629779,0,3,0.8837209302325582
315.89874267578125,231.9144287109375,19335.0,0.6056193068204067,0.9573440942737604,1.5586277372916544,1.7403879045012454,0.8142274802630957,0.7279195843686469,0,0,1.1678520625889046
195.6764678955078,226.3710479736328,18583.5,0.3866792208669353,0.9562856995831832,1.61421238111876,2.134406241942674,0.808326986322905,0.7279083431257344,0,3,0.8837209302325582
227.6275787353516,226.18614196777344,18069.5,0.2576673316680147,0.9689779064779064,1.5064258821207237,1.6884119368421775,0.8767962561802883,0.7406747007706181,0,0,1.1678520625889046
413.4771728515625,133.7289581298828,41492.0,0.3090092013693254,0.9509861220934896,2.232834092512975,1.731157004242837,0.7988284494105249,0.7676453719635159,0,1,0.8819277108433735
418.2103271484375,156.35211181640625,40630.5,0.2957827071849508,0.9558880615449764,2.1160562328378862,1.64717483954194,0.822175024924262,0.7585978342046303,0,1,0.8819277108433735
423.2269592285156,168.91705322265625,39510.0,0.2808474597477832,0.9558601168515404,2.0913106725392026,1.8134377003802504,0.7577382186710934,0.7709268292682927,0,1,0.8819277108433735
416.7571716308594,204.2999420166016,41619.5,0.3050990203376714,0.9502060478761658,2.36101760383546,2.1550497192139013,0.7766896279856287,0.7486329460013671,0,2,0.6910299003322259
372.8985595703125,196.33453369140625,28773.5,0.2634640718844331,0.958509610579966,2.12313607685265,1.657525322910076,0.7734796408589573,0.7771160805920164,0,1,0.8819277108433735
364.3937683105469,156.55726623535156,27586.5,0.2645238527726958,0.9597808123858398,2.134350850483598,1.6555502753567886,0.8880230660577253,0.7575795023891909,0,1,0.8819277108433735
360.41314697265625,165.03118896484375,27204.5,0.2666549301833185,0.9550800449375088,2.2303854472338727,1.633065836744445,0.8502179474381246,0.7841721434336446,0,1,0.8819277108433735
362.0509643554688,190.9637145996093,27030.5,0.2625577128807697,0.9689045809735464,2.117900826648827,1.8056275948384133,0.7702869073163852,0.7740693012600229,0,1,0.8819277108433735
315.5120849609375,169.0670928955078,38551.5,0.4930822876519589,0.9834942663622332,1.425739249339045,1.866194535893157,0.8443133150281945,0.7770599854873821,0,2,0.6910299003322259
318.5227355957031,168.49183654785156,38867.5,0.4877708605147596,0.9805492135171614,1.4094804960323866,1.890434231840324,0.8486349173168395,0.7735749542233898,0,2,0.6910299003322259
320.8104553222656,168.278076171875,39255.5,0.4856390542798298,0.9826526653065822,1.413000286770659,1.906430490651664,0.8513854975218111,0.7837775781172007,0,2,0.6910299003322259
317.1517944335937,167.85414123535156,39163.0,0.4957374463939922,0.9822550507267278,1.4291146963937924,1.889448732688156,0.8484628753619363,0.772141167192429,0,2,0.6910299003322259
397.0078430175781,188.6886444091797,55550.0,0.4487412661132182,0.974989030276437,1.5075209086497094,2.1040367546265744,0.8798362905934606,0.7104579928122882,0,2,0.6910299003322259
401.6898193359375,190.6454925537109,56813.5,0.4483116386578781,0.976084734260508,1.4953780059858095,2.106998775346176,0.8801968866166744,0.7192219563758814,0,2,0.6910299003322259
399.5779113769531,190.54656982421875,57463.5,0.458246596739059,0.9751393638052894,1.4798520857924702,2.097009207489634,0.8789740372753461,0.7238492933262792,0,2,0.6910299003322259
399.23577880859375,191.3303680419922,56670.5,0.4526976634201386,0.9747667168350892,1.514195873346401,2.0866304857625715,0.87768305768151,0.7103435741235162,0,2,0.6910299003322259
412.9480895996094,199.8617706298828,62283.5,0.4650420299070321,0.9105907981110836,2.717244957426128,2.066168473831516,0.8750748344931681,0.7039831360980187,0,2,0.6910299003322259
407.4352722167969,197.80625915527344,60394.5,0.4632231561370843,0.901000290912346,3.129927532288976,2.059769361984493,0.8742415268331413,0.6820383963862224,0,2,0.6910299003322259
390.75531005859375,187.4055633544922,55549.0,0.4632085710756434,0.9033900096764488,3.905272806122496,2.0850784953456785,0.8774881864947572,0.6654806402146828,0,2,0.6910299003322259
389.558837890625,189.90823364257807,55594.0,0.4664358451745094,0.8947436186307014,3.341264734164408,2.0513004118810594,0.8731254230442556,0.6978735156034245,0,2,0.6910299003322259
380.4919128417969,179.0878448486328,51003.0,0.4485542539160074,0.8485508934216218,3.400837188130273,2.1246104846668583,0.8823069222836485,0.6323208529630548,0,4,0.4583333333333333
393.6227111816406,177.82896423339844,51626.5,0.4242506390469647,0.9248828814303244,2.80084332167663,2.2134904337912884,0.892131830347304,0.627448954788527,0,2,0.6910299003322259
378.1491088867188,175.47117614746094,49740.5,0.4428881930273339,0.905558185260705,2.667585313506531,2.1550497192139013,0.8858213613259223,0.6420697311182537,0,2,0.6910299003322259
374.5185852050781,170.9510498046875,47379.5,0.430084552057719,0.9391470678599392,2.826964432866196,2.190794298326729,0.8897462677866462,0.6254802043591334,0,2,0.6910299003322259
329.50701904296875,171.08963012695312,22668.0,0.265823873533715,0.8064894866047604,4.961357570041693,2.038008937543458,0.7934599630607405,0.5572271386430678,0,4,0.4583333333333333
331.7145690917969,167.85769653320312,24511.0,0.2836233979623192,0.8379542579740864,4.5219545843210165,1.7057617268797085,0.7494838164484018,0.6712583869642612,0,4,0.4583333333333333
325.60174560546875,204.6490020751953,24075.5,0.289142535374135,0.8109368947572292,4.673676927409239,2.082070239926001,0.7834163636548461,0.5756934481109517,0,4,0.4583333333333333
336.6143493652344,238.5956878662109,22932.5,0.257689231365878,0.8354889245118041,5.530301811979952,1.8642390827278457,0.7934599630607405,0.6263656724571179,0,4,0.4583333333333333
326.9599304199219,185.59881591796875,25386.5,0.3023596845130479,0.8688204794743236,3.667048549825465,1.7754427702178504,0.8822742419276595,0.5821924091273937,0,4,0.4583333333333333
327.3097229003906,158.10641479492188,25619.5,0.3044829336961632,0.9022698057722446,3.5493478830013108,1.6271011324311395,0.8103286746914431,0.6632880258899676,0,4,0.4583333333333333
338.46783447265625,195.69200134277344,25867.0,0.2874890952707637,0.873796574671486,3.7157522617814096,1.9232871915833527,0.7992272139617804,0.5903685952299441,0,4,0.4583333333333333
325.01202392578125,202.62857055664065,25934.5,0.3126001210443972,0.8079283489096574,3.240455012805105,1.5417742818503803,0.8686748003542816,0.5260974521259332,0,4,0.4583333333333333
229.5322723388672,172.15040588378906,10510.5,0.4544620455870795,0.867883241814954,2.68095596776898,1.4274055079252763,0.792150608354333,0.6082465277777778,0,4,0.4583333333333333
284.3365173339844,168.24359130859375,10803.0,0.5620544195614922,0.905798012828575,2.2159487553982165,2.1040367546265744,0.8300587984878729,0.7098363887246205,0,3,0.8837209302325582
261.9425354003906,163.4246368408203,10535.0,0.4975090470123287,0.8620760198027904,4.0674920957004845,1.7258782912180834,0.7252565525026196,0.6650883838383839,0,4,0.4583333333333333
319.7686462402344,167.5878143310547,9590.0,0.4712102549507374,0.8183990442054958,4.513669227693155,1.630525545611711,0.8220486604705151,0.6227677121891032,0,4,0.4583333333333333
231.7611083984375,217.3023681640625,17459.0,0.4997466616155129,0.8745898559799624,3.646480228738972,1.710009964416048,0.8038547566998682,0.6543853073463268,0,4,0.4583333333333333
