Length,Width,Area,Roundness,Solidity,Compactness,Aspect_Ratio,Eccentricity,Extent,Type,cluster,cluster_average_Type
1.0,0.46467897018324245,0.7410817436738769,0.4475080732268004,0.11581671557879221,0.28158781226928775,0.336646403563476,0.323438391188003,0.20186394359229706,0.38142395938479484,0.5571027768048878,0.6515134650845076
0.46467897018324245,1.0,0.6950183566987472,0.18803270899284327,0.2451666231554212,0.1813704568574784,0.24294890367860844,0.27552125833588564,0.2250859428864797,0.2895170707236978,0.41357351003736803,0.516556533590452
0.7410817436738769,0.6950183566987472,1.0,0.38707641333523307,0.16111975891967203,0.15221560773983997,0.26153751985686424,0.2797321547719568,0.37170106083727705,0.2884656337419691,0.675041661091604,0.8273325911102128
0.4475080732268004,0.18803270899284327,0.38707641333523307,1.0,0.35055531864993306,0.4070018824154514,0.5782110233759467,0.6295689692908711,0.44570102770034514,0.4624593870456328,0.6383191824847391,0.7504368025366953
0.11581671557879221,0.2451666231554212,0.16111975891967203,0.35055531864993306,1.0,0.8564492803882084,0.1544794705645125,0.08452184541262182,0.7797339676654339,0.3656553359986501,0.6477526000870555,0.7974321878907243
0.28158781226928775,0.1813704568574784,0.15221560773983997,0.4070018824154514,0.8564492803882084,1.0,0.13336336479404054,0.09456115782321056,0.6647326257438139,0.30852259268833865,0.6176547314961908,0.755700725170818
0.336646403563476,0.24294890367860844,0.26153751985686424,0.5782110233759467,0.1544794705645125,0.13336336479404054,1.0,0.6890476810180381,0.19847475231210449,0.30451516661386563,0.5305243511721428,0.5521914031238935
0.323438391188003,0.27552125833588564,0.2797321547719568,0.6295689692908711,0.08452184541262182,0.09456115782321056,0.6890476810180381,1.0,0.1874758178533841,0.27860398008060144,0.4142573893839324,0.4852621668929045
0.20186394359229706,0.2250859428864797,0.37170106083727705,0.44570102770034514,0.7797339676654339,0.6647326257438139,0.19847475231210449,0.1874758178533841,1.0,0.3930098514328938,0.6214312099293414,0.774525447789717
0.38142395938479484,0.2895170707236978,0.2884656337419691,0.4624593870456328,0.3656553359986501,0.30852259268833865,0.30451516661386563,0.27860398008060144,0.3930098514328938,1.0,0.5253063043293688,0.3119803189095871
0.5571027768048878,0.41357351003736803,0.675041661091604,0.6383191824847391,0.6477526000870555,0.6176547314961908,0.5305243511721428,0.4142573893839324,0.6214312099293414,0.5253063043293688,1.0,1.0
0.6515134650845076,0.516556533590452,0.8273325911102128,0.7504368025366953,0.7974321878907243,0.755700725170818,0.5521914031238935,0.4852621668929045,0.774525447789717,0.3119803189095871,1.0,1.0
