longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,yearBuilt,latitude,rentZestimate,timeOnZillow,livingArea,zipcode,propertyTaxRate,bathrooms,bedrooms,price,homeType_CONDO,homeType_SINGLE_FAMILY,homeType_OTHER,cluster,cluster_average_price
-149.93915,2020.0,221.0,654,1976.0,61.195248,1750.0,3220.0,896.0,99517,1.31,1.5,2.0,155600,1,0,0,1,200173.4314516129
-149.93907,2020.0,221.0,645,1976.0,61.195248,1750.0,3423.0,896.0,99517,1.31,1.5,2.0,153500,1,0,0,1,200173.4314516129
-149.9384,2020.0,221.0,809,1976.0,61.194847,2104.0,3436.0,1128.0,99517,1.31,2.0,3.0,192600,1,0,0,1,200173.4314516129
-149.93738,2020.0,221.0,637,1978.0,61.19526,1757.0,3640.0,896.0,99517,1.31,1.5,2.0,151600,1,0,0,1,200173.4314516129
-149.93726,2020.0,221.0,628,1976.0,61.19526,1750.0,3462.0,896.0,99517,1.31,1.5,2.0,149600,1,0,0,1,200173.4314516129
-149.94232,2020.0,0.0,1001,1957.0,61.19323,1674.0,1999.0,616.0,99517,1.31,1.0,1.0,238400,0,1,0,3,380546.2917827298
-149.93645,2020.0,0.0,1590,1962.0,61.193222,3139.0,3581.0,1920.0,99517,1.31,2.0,3.0,378600,0,1,0,3,380546.2917827298
-149.94092,2020.0,0.0,2426,1966.0,61.192314,2631.0,3541.0,3024.0,99517,1.31,4.0,7.0,577500,0,0,1,2,418509.68133802817
-149.9405,2020.0,0.0,1830,1960.0,61.191944,3142.0,3122.0,1850.0,99517,1.31,2.0,3.0,435700,0,1,0,3,380546.2917827298
-149.93924,2020.0,0.0,1474,1951.0,61.193222,2423.0,3989.0,1561.0,99517,1.31,2.0,3.0,350900,0,0,1,2,418509.68133802817
-149.9306,2020.0,0.0,2369,1999.0,61.194572,2485.0,1335.0,2590.0,99517,1.31,4.0,6.0,564000,0,0,1,2,418509.68133802817
-149.93283,2020.0,0.0,1359,1956.0,61.19458,2498.0,4215.0,1500.0,99517,1.31,2.0,6.0,323600,0,0,1,2,418509.68133802817
-149.9345,2020.0,0.0,1192,1956.0,61.194088,2596.0,4064.0,1079.0,99517,1.31,2.0,3.0,283800,0,1,0,3,380546.2917827298
-149.9309,2020.0,0.0,2482,2017.0,61.19408,2908.0,4829.0,1800.0,99517,1.31,2.5,3.0,590900,0,0,1,2,418509.68133802817
-149.93227,2020.0,0.0,1516,1993.0,61.193645,2260.0,1265.0,1567.0,99517,1.31,1.0,2.0,360900,0,1,0,3,380546.2917827298
-149.93481,2020.0,0.0,1830,1958.0,61.19365,3776.0,3106.0,2841.0,99517,1.31,3.0,3.0,435700,0,1,0,0,657634.9143610013
-149.93481,2020.0,0.0,1259,1965.0,61.192715,1960.0,2118.0,912.0,99517,1.31,1.0,3.0,299800,0,1,0,3,380546.2917827298
-149.93423,2020.0,0.0,1433,1969.0,61.19225,2008.0,3605.0,1316.0,99517,1.31,1.5,2.0,341100,0,1,0,3,380546.2917827298
-149.9331,2020.0,0.0,1128,1960.0,61.19191,1898.0,4192.0,840.0,99517,1.31,1.0,3.0,268500,0,1,0,3,380546.2917827298
-149.93066,2020.0,0.0,1836,1972.0,61.19322,3066.0,2848.0,1894.0,99517,1.31,3.0,4.0,437200,0,1,0,3,380546.2917827298
-149.92917,2020.0,0.0,1985,1966.0,61.19198,2790.0,3630.0,2950.0,99517,1.31,2.0,4.0,472600,0,1,0,3,380546.2917827298
-149.92825,2020.0,0.0,1622,1957.0,61.19247,2385.0,4125.0,2080.0,99517,1.31,3.0,4.0,386300,0,0,1,2,418509.68133802817
-149.95573,2020.0,316.0,465,1977.0,61.19225,1270.0,3571.0,657.0,99517,1.31,1.0,1.0,110600,1,0,0,1,200173.4314516129
-149.95573,2020.0,0.0,555,1977.0,61.19225,1625.0,4036.0,841.0,99517,1.31,1.0,2.0,132200,1,0,0,1,200173.4314516129
-149.95573,2020.0,0.0,541,1977.0,61.19225,1639.0,8537.0,866.0,99517,1.31,1.0,2.0,128700,1,0,0,1,200173.4314516129
-149.95573,2020.0,316.0,582,1977.0,61.19225,1637.0,1609.0,862.0,99517,1.31,1.0,2.0,138500,1,0,0,1,200173.4314516129
-149.95573,2020.0,316.0,497,1977.0,61.19225,1276.0,3394.0,674.0,99517,1.31,1.0,1.0,118400,1,0,0,1,200173.4314516129
-149.94536,2020.0,0.0,1885,1964.0,61.1941,3074.0,9583.0,2078.0,99517,1.31,2.0,4.0,448800,0,1,0,3,380546.2917827298
-149.94324,2020.0,0.0,1692,1969.0,61.193737,3104.0,3770.0,2074.0,99517,1.31,2.0,4.0,402900,0,1,0,3,380546.2917827298
-149.94325,2020.0,0.0,2083,1971.0,61.195023,3539.0,3331.0,2752.0,99517,1.31,2.5,4.0,495900,0,1,0,0,657634.9143610013
-149.94952,2020.0,0.0,2174,1976.0,61.1932,2892.0,3939.0,2863.0,99517,1.31,2.0,4.0,517500,0,1,0,3,380546.2917827298
-149.94696,2020.0,0.0,1772,1970.0,61.192837,3094.0,4477.0,2000.0,99517,1.31,2.0,4.0,422000,0,1,0,3,380546.2917827298
-149.94952,2020.0,0.0,1935,1972.0,61.192837,3034.0,3556.0,2080.0,99517,1.31,2.0,4.0,460700,0,1,0,3,380546.2917827298
-149.94739,2020.0,0.0,1982,1973.0,61.192303,3008.0,3577.0,2002.0,99517,1.31,2.0,4.0,472000,0,1,0,3,380546.2917827298
-149.9445,2020.0,0.0,1697,1969.0,61.193195,3101.0,3882.0,1824.0,99517,1.31,2.0,3.0,404100,0,1,0,3,380546.2917827298
-149.9445,2020.0,0.0,2318,1970.0,61.192837,3346.0,4012.0,2992.0,99517,1.31,2.0,4.0,552000,0,1,0,0,657634.9143610013
-149.94577,2020.0,0.0,1810,1973.0,61.192307,3103.0,3450.0,2000.0,99517,1.31,2.0,4.0,430900,0,1,0,3,380546.2917827298
-149.94324,2020.0,0.0,1733,1973.0,61.192307,2305.0,2751.0,1040.0,99517,1.31,1.0,2.0,412600,0,1,0,3,380546.2917827298
-149.94577,2020.0,0.0,2164,1980.0,61.19194,3703.0,2061.0,2575.0,99517,1.31,3.5,4.0,515300,0,1,0,0,657634.9143610013
-149.95482,2020.0,0.0,1491,1975.0,61.192345,2815.0,3651.0,1880.0,99517,1.31,3.0,3.0,354900,0,1,0,3,380546.2917827298
-149.9563,2020.0,0.0,1437,1975.0,61.193092,3090.0,3791.0,1880.0,99517,1.31,3.5,4.0,342200,0,1,0,3,380546.2917827298
-149.95453,2020.0,0.0,1251,1972.0,61.19394,2237.0,4113.0,1853.0,99517,1.31,2.0,2.0,297900,0,1,0,3,380546.2917827298
-149.95589,2020.0,0.0,1026,1982.0,61.19253,2275.0,1420.0,1263.0,99517,1.31,2.0,2.0,244300,0,0,1,2,418509.68133802817
-149.95651,2020.0,0.0,1065,1982.0,61.19312,2025.0,1385.0,1232.0,99517,1.31,2.0,2.0,253600,1,0,0,1,200173.4314516129
-149.95454,2020.0,0.0,1262,1978.0,61.1944,2530.0,1149.0,1280.0,99517,1.31,2.5,3.0,300500,0,1,0,3,380546.2917827298
-149.95099,2020.0,0.0,1293,1982.0,61.194847,2389.0,3531.0,1460.0,99517,1.31,2.5,3.0,307800,1,0,0,1,200173.4314516129
-149.95111,2020.0,347.0,1354,1982.0,61.194897,2741.0,3331.0,1450.0,99517,1.31,3.0,3.0,322300,0,0,1,2,418509.68133802817
-149.95116,2020.0,0.0,1105,1983.0,61.194584,2130.0,4898.0,1379.0,99517,1.31,2.0,2.0,263100,1,0,0,1,200173.4314516129
-149.9514,2020.0,0.0,1133,1983.0,61.194584,2129.0,5142.0,1377.0,99517,1.31,2.0,2.0,269800,1,0,0,1,200173.4314516129
-149.95242,2020.0,0.0,1143,1983.0,61.194576,2131.0,4435.0,1381.0,99517,1.31,2.0,2.0,272200,1,0,0,1,200173.4314516129
-149.96869,2020.0,0.0,1929,1969.0,61.194115,3051.0,3980.0,1872.0,99517,1.31,2.0,4.0,459200,0,1,0,3,380546.2917827298
-149.96628,2020.0,0.0,1599,1964.0,61.193474,2857.0,5479.0,1872.0,99517,1.31,1.5,3.0,380700,0,1,0,3,380546.2917827298
-149.96693,2020.0,0.0,2415,1970.0,61.19387,3361.0,67.0,2244.0,99517,1.31,2.0,3.0,575000,0,1,0,3,380546.2917827298
-149.96559,2020.0,0.0,1828,1966.0,61.194653,3224.0,4946.0,2200.0,99517,1.31,2.0,4.0,435300,0,1,0,3,380546.2917827298
-149.96924,2020.0,0.0,2678,1985.0,61.19181,2692.0,4253.0,3348.0,99517,1.31,4.0,6.0,637600,0,0,1,2,418509.68133802817
-149.97014,2020.0,0.0,2956,1985.0,61.19275,3142.0,2897.0,2010.0,99517,1.31,2.5,3.0,703900,0,0,1,2,418509.68133802817
-149.96492,2020.0,0.0,1512,1982.0,61.192303,2718.0,2583.0,1477.0,99517,1.31,2.5,3.0,360000,0,1,0,3,380546.2917827298
-149.96416,2020.0,0.0,1244,1982.0,61.191845,2283.0,3959.0,1076.0,99517,1.31,1.5,2.0,296300,0,1,0,3,380546.2917827298
-149.96295,2020.0,0.0,1375,1982.0,61.19185,2564.0,3711.0,1144.0,99517,1.31,2.0,3.0,327300,0,1,0,3,380546.2917827298
-149.96158,2020.0,0.0,1496,1982.0,61.191845,2721.0,2517.0,1500.0,99517,1.31,2.5,3.0,356300,0,1,0,3,380546.2917827298
-149.96056,2020.0,0.0,1416,1982.0,61.192196,2565.0,3666.0,1148.0,99517,1.31,2.0,3.0,337200,0,1,0,3,380546.2917827298
-149.96149,2020.0,0.0,1315,1982.0,61.19221,2541.0,3562.0,1148.0,99517,1.31,2.0,3.0,313200,0,1,0,3,380546.2917827298
-149.96303,2020.0,0.0,1371,1982.0,61.192356,2567.0,4641.0,1148.0,99517,1.31,2.0,3.0,326500,0,1,0,3,380546.2917827298
-149.964,2020.0,0.0,1278,1982.0,61.192505,2403.0,1112.0,1148.0,99517,1.31,2.0,3.0,304400,0,0,1,2,418509.68133802817
-149.96194,2020.0,0.0,1729,1981.0,61.19457,2826.0,3331.0,1656.0,99517,1.31,2.5,3.0,411600,0,1,0,3,380546.2917827298
-149.96387,2020.0,0.0,2059,1981.0,61.194126,2694.0,3364.0,2040.0,99517,1.31,2.0,3.0,490300,0,1,0,3,380546.2917827298
-149.96185,2020.0,0.0,2008,1980.0,61.194057,3039.0,2314.0,1692.0,99517,1.31,3.0,4.0,478000,0,1,0,3,380546.2917827298
-149.95927,2020.0,0.0,2169,1981.0,61.194073,2932.0,1805.0,2076.0,99517,1.31,3.0,3.0,516500,0,1,0,3,380546.2917827298
-149.95908,2020.0,0.0,1859,1981.0,61.195072,2706.0,2105.0,1734.0,99517,1.31,2.0,3.0,442500,0,1,0,3,380546.2917827298
-149.95827,2020.0,0.0,1890,1981.0,61.193897,2725.0,3738.0,1677.0,99517,1.31,2.0,3.0,450100,0,1,0,3,380546.2917827298
-149.96036,2020.0,0.0,1586,1981.0,61.193638,2643.0,3570.0,1300.0,99517,1.31,2.0,3.0,377500,0,1,0,3,380546.2917827298
-149.96275,2020.0,0.0,1752,1981.0,61.193638,2711.0,2653.0,1709.0,99517,1.31,2.0,3.0,417200,0,1,0,3,380546.2917827298
-149.96472,2020.0,0.0,1312,1984.0,61.193684,2302.0,3932.0,1455.0,99517,1.31,2.0,3.0,312300,1,0,0,1,200173.4314516129
-149.965,2020.0,0.0,1819,1981.0,61.194244,2839.0,2148.0,1592.0,99517,1.31,2.5,3.0,433100,0,1,0,3,380546.2917827298
-149.96349,2020.0,0.0,1730,1981.0,61.194992,2731.0,3820.0,1679.0,99517,1.31,2.0,3.0,411800,0,1,0,3,380546.2917827298
-149.95886,2020.0,0.0,1611,1981.0,61.193104,2792.0,2598.0,1728.0,99517,1.31,2.5,3.0,383500,0,1,0,3,380546.2917827298
-149.96027,2020.0,0.0,1386,1981.0,61.193104,2587.0,4502.0,1225.0,99517,1.31,2.0,3.0,330000,0,1,0,3,380546.2917827298
-149.96184,2020.0,0.0,1549,1981.0,61.193314,2794.0,4093.0,1728.0,99517,1.31,2.5,3.0,368800,0,1,0,3,380546.2917827298
-149.96234,2020.0,0.0,1630,1981.0,61.192696,2719.0,3906.0,1668.0,99517,1.31,2.0,3.0,388100,0,1,0,3,380546.2917827298
-149.95848,2020.0,0.0,1453,1981.0,61.192947,2608.0,4750.0,1172.0,99517,1.31,2.5,3.0,346000,0,1,0,3,380546.2917827298
-149.96008,2020.0,0.0,1428,1981.0,61.192947,2587.0,7358.0,1225.0,99517,1.31,2.0,3.0,340000,0,1,0,3,380546.2917827298
-149.96494,2020.0,0.0,1458,1981.0,61.19304,2806.0,3851.0,1600.0,99517,1.31,2.5,3.0,347200,0,1,0,3,380546.2917827298
-149.964,2020.0,0.0,1290,1982.0,61.1928,2186.0,2044.0,1040.0,99517,1.31,2.0,2.0,307200,0,1,0,3,380546.2917827298
-149.96312,2020.0,0.0,1376,1982.0,61.193058,2692.0,4036.0,1350.0,99517,1.31,2.5,3.0,327700,0,1,0,3,380546.2917827298
-149.96405,2020.0,0.0,1425,1981.0,61.193317,2779.0,5731.0,1544.0,99517,1.31,2.5,3.0,339300,0,1,0,3,380546.2917827298
-149.95998,2020.0,0.0,1070,1982.0,61.192295,1907.0,2944.0,880.0,99517,1.31,1.0,2.0,254800,0,1,0,3,380546.2917827298
-149.95953,2020.0,0.0,1094,1982.0,61.19181,1915.0,3973.0,880.0,99517,1.31,1.0,2.0,260400,0,1,0,3,380546.2917827298
-149.95828,2020.0,0.0,1072,1982.0,61.19188,1914.0,2926.0,880.0,99517,1.31,1.0,2.0,255200,0,1,0,3,380546.2917827298
-149.95981,2020.0,0.0,1895,1982.0,61.191196,2751.0,3298.0,1696.0,99517,1.31,2.0,3.0,451300,0,1,0,3,380546.2917827298
-149.96165,2020.0,0.0,1727,1981.0,61.191113,2845.0,3218.0,1668.0,99517,1.31,2.5,3.0,411200,0,1,0,3,380546.2917827298
-149.96075,2020.0,0.0,2003,1981.0,61.19053,3243.0,4701.0,2116.0,99517,1.31,3.0,3.0,476800,0,1,0,3,380546.2917827298
-149.96231,2020.0,0.0,1671,1981.0,61.191467,2781.0,1429.0,1536.0,99517,1.31,2.0,3.0,397800,0,1,0,3,380546.2917827298
-149.96494,2020.0,0.0,1701,1983.0,61.19159,2830.0,1188.0,1740.0,99517,1.31,2.0,3.0,405000,0,1,0,3,380546.2917827298
-149.96494,2020.0,0.0,1944,1983.0,61.190464,3114.0,4247.0,2124.0,99517,1.31,2.5,3.0,462800,0,1,0,3,380546.2917827298
-149.96387,2020.0,0.0,1685,1982.0,61.190617,2716.0,4214.0,1536.0,99517,1.31,2.0,3.0,401200,0,1,0,3,380546.2917827298
-149.963,2020.0,0.0,1591,1982.0,61.18999,2542.0,4634.0,1506.0,99517,1.31,1.0,4.0,378900,0,1,0,3,380546.2917827298
-149.96071,2020.0,0.0,1918,1982.0,61.189987,2858.0,3869.0,1938.0,99517,1.31,2.0,4.0,456700,0,1,0,3,380546.2917827298
-149.95842,2020.0,0.0,2505,1981.0,61.190006,4347.0,3623.0,3119.0,99517,1.31,4.5,4.0,596400,0,1,0,0,657634.9143610013
-149.95854,2020.0,0.0,1961,1982.0,61.190964,2989.0,4716.0,2238.0,99517,1.31,2.0,3.0,467000,0,1,0,3,380546.2917827298
-149.95819,2020.0,0.0,1186,1982.0,61.18935,2208.0,2246.0,1040.0,99517,1.31,1.0,2.0,282300,0,1,0,3,380546.2917827298
-149.95908,2020.0,0.0,1412,1982.0,61.18933,2550.0,3366.0,1310.0,99517,1.31,1.5,3.0,336200,0,1,0,3,380546.2917827298
-149.95906,2020.0,0.0,1273,1982.0,61.188557,2537.0,1197.0,1088.0,99517,1.31,2.0,3.0,303000,0,1,0,3,380546.2917827298
-149.96062,2020.0,0.0,1142,1982.0,61.18952,2209.0,5874.0,1040.0,99517,1.31,1.0,2.0,271800,0,1,0,3,380546.2917827298
-149.96053,2020.0,0.0,1192,1982.0,61.18868,2204.0,3172.0,1040.0,99517,1.31,1.0,2.0,283900,0,1,0,3,380546.2917827298
-149.96112,2020.0,0.0,1303,1982.0,61.18912,2412.0,3647.0,1088.0,99517,1.31,1.5,3.0,310300,0,1,0,3,380546.2917827298
-149.96353,2020.0,0.0,1322,1982.0,61.189716,2457.0,3641.0,1170.0,99517,1.31,1.5,3.0,314700,0,1,0,3,380546.2917827298
-149.95909,2020.0,0.0,1292,1982.0,61.188194,2568.0,3926.0,1297.0,99517,1.31,2.0,2.0,307700,0,1,0,3,380546.2917827298
-149.96071,2020.0,0.0,1372,1982.0,61.188198,2683.0,4666.0,1375.0,99517,1.31,2.0,3.0,326700,0,1,0,3,380546.2917827298
-149.96141,2020.0,0.0,1262,1982.0,61.18819,2552.0,4705.0,1231.0,99517,1.31,2.0,3.0,300500,0,1,0,3,380546.2917827298
-149.9621,2020.0,0.0,1156,1982.0,61.188747,2244.0,4032.0,1008.0,99517,1.31,1.5,2.0,275300,0,1,0,3,380546.2917827298
-149.9627,2020.0,0.0,1291,1982.0,61.189354,2475.0,4572.0,1200.0,99517,1.31,1.5,3.0,307400,0,1,0,3,380546.2917827298
-149.96272,2020.0,0.0,1413,1982.0,61.18868,2583.0,1268.0,1200.0,99517,1.31,2.0,3.0,336400,0,1,0,3,380546.2917827298
-149.96362,2020.0,0.0,1191,1982.0,61.188168,2334.0,9147.0,1160.0,99517,1.31,1.5,2.0,283500,0,1,0,3,380546.2917827298
-149.9636,2020.0,0.0,1287,1982.0,61.18901,2475.0,3605.0,1200.0,99517,1.31,1.5,3.0,306400,0,1,0,3,380546.2917827298
-149.96416,2020.0,0.0,1259,1982.0,61.189014,2578.0,3717.0,1184.0,99517,1.31,2.0,3.0,299700,0,1,0,3,380546.2917827298
-149.96446,2020.0,0.0,1305,1982.0,61.188156,2566.0,4066.0,1293.0,99517,1.31,2.0,2.0,310600,0,1,0,3,380546.2917827298
-149.96477,2020.0,0.0,1308,1982.0,61.189606,2267.0,3891.0,1202.0,99517,1.31,1.5,2.0,311400,0,1,0,3,380546.2917827298
-149.95728,2020.0,0.0,1682,1991.0,61.19074,2839.0,1838.0,1660.0,99517,1.31,2.0,3.0,400500,0,1,0,3,380546.2917827298
-149.95714,2020.0,0.0,1562,1992.0,61.190163,2749.0,3889.0,1571.0,99517,1.31,2.5,3.0,371900,0,1,0,3,380546.2917827298
-149.95628,2020.0,0.0,1534,1992.0,61.19064,2773.0,3690.0,1488.0,99517,1.31,2.5,3.0,365200,0,1,0,3,380546.2917827298
-149.95552,2020.0,0.0,1615,1991.0,61.191017,2719.0,3892.0,1580.0,99517,1.31,2.0,3.0,384500,0,1,0,3,380546.2917827298
-149.9539,2020.0,0.0,1429,1996.0,61.191036,2474.0,3352.0,1300.0,99517,1.31,1.75,3.0,340200,0,1,0,3,380546.2917827298
-149.95337,2020.0,0.0,1644,1995.0,61.190315,2752.0,3611.0,1441.0,99517,1.31,2.5,3.0,391400,0,1,0,3,380546.2917827298
-149.9539,2020.0,0.0,1520,1995.0,61.19046,2744.0,3394.0,1429.0,99517,1.31,2.5,3.0,361900,0,1,0,3,380546.2917827298
-149.95518,2020.0,0.0,1471,1996.0,61.19074,2390.0,3598.0,1524.0,99517,1.31,1.5,2.0,350300,0,1,0,3,380546.2917827298
-149.95554,2020.0,0.0,1723,1996.0,61.190086,2930.0,3231.0,1727.0,99517,1.31,2.0,3.0,410300,0,1,0,3,380546.2917827298
-149.95636,2020.0,0.0,1736,1965.0,61.18979,2518.0,4110.0,1764.0,99517,1.31,2.0,3.0,413400,0,0,1,2,418509.68133802817
-149.95442,2020.0,0.0,2617,1985.0,61.18979,3320.0,1895.0,3216.0,99517,1.31,5.0,6.0,623000,0,0,1,2,418509.68133802817
-149.9544,2020.0,0.0,1273,1979.0,61.188545,2457.0,4521.0,1196.0,99517,1.31,1.0,3.0,303200,0,1,0,3,380546.2917827298
-149.95743,2020.0,0.0,2009,1977.0,61.189236,2500.0,3550.0,2148.0,99517,1.31,2.0,4.0,478300,0,0,1,2,418509.68133802817
-149.95256,2020.0,0.0,1423,1975.0,61.18978,2537.0,3680.0,1170.0,99517,1.31,1.5,3.0,338800,0,1,0,3,380546.2917827298
-149.95255,2020.0,0.0,1656,1971.0,61.188934,2956.0,3863.0,1920.0,99517,1.31,2.0,4.0,394300,0,1,0,3,380546.2917827298
-149.95255,2020.0,0.0,1747,1959.0,61.188236,3015.0,3715.0,1864.0,99517,1.31,2.0,3.0,415900,0,1,0,3,380546.2917827298
-149.95149,2020.0,0.0,1575,1960.0,61.18876,2939.0,3364.0,1728.0,99517,1.31,2.0,4.0,375000,0,1,0,3,380546.2917827298
-149.9515,2020.0,0.0,1733,1971.0,61.189606,3007.0,2608.0,1920.0,99517,1.31,2.0,5.0,412500,0,1,0,3,380546.2917827298
-149.95238,2020.0,0.0,1578,1996.0,61.19019,2886.0,4656.0,1680.0,99517,1.31,2.0,4.0,375700,0,1,0,3,380546.2917827298
-149.9524,2020.0,0.0,1722,1997.0,61.19029,2844.0,18.0,1568.0,99517,1.31,2.0,3.0,410000,0,1,0,3,380546.2917827298
-149.95238,2020.0,0.0,1593,1995.0,61.19038,2904.0,4240.0,1716.0,99517,1.31,2.0,4.0,379400,0,1,0,3,380546.2917827298
-149.9524,2020.0,0.0,1706,1986.0,61.19115,3192.0,1699.0,2147.0,99517,1.31,2.5,3.0,406200,0,1,0,3,380546.2917827298
-149.95177,2020.0,0.0,1613,1996.0,61.19047,2663.0,4005.0,1524.0,99517,1.31,2.0,3.0,384000,0,1,0,3,380546.2917827298
-149.95056,2020.0,0.0,1729,1987.0,61.19048,2978.0,3833.0,2068.0,99517,1.31,2.0,4.0,411600,0,1,0,3,380546.2917827298
-149.95056,2020.0,0.0,1528,1996.0,61.1914,2709.0,7070.0,1424.0,99517,1.31,2.0,3.0,363900,0,1,0,3,380546.2917827298
-149.95224,2020.0,0.0,1498,1995.0,61.19151,2767.0,6291.0,1464.0,99517,1.31,2.5,3.0,356700,0,1,0,3,380546.2917827298
-149.95383,2020.0,0.0,1586,1991.0,61.19151,2855.0,3907.0,1680.0,99517,1.31,2.0,3.0,377500,0,1,0,3,380546.2917827298
-149.95705,2020.0,0.0,1556,1991.0,61.19151,2786.0,4095.0,1510.0,99517,1.31,2.5,3.0,370500,0,1,0,3,380546.2917827298
-149.95082,2020.0,0.0,1655,1993.0,61.189465,2948.0,4407.0,1800.0,99517,1.31,2.0,3.0,394000,0,1,0,3,380546.2917827298
-149.95082,2020.0,0.0,1656,1994.0,61.188934,2962.0,3555.0,1822.0,99517,1.31,2.0,3.0,394200,0,1,0,3,380546.2917827298
-149.95082,2020.0,0.0,1889,1993.0,61.188156,3124.0,1114.0,2127.0,99517,1.31,2.0,4.0,449800,0,1,0,3,380546.2917827298
-149.94986,2020.0,0.0,1392,1983.0,61.1888,2751.0,3379.0,1469.0,99517,1.31,3.0,3.0,331500,0,0,1,2,418509.68133802817
-149.94986,2020.0,0.0,1479,1983.0,61.189346,2825.0,2811.0,1469.0,99517,1.31,2.5,3.0,352200,0,1,0,3,380546.2917827298
-149.94922,2020.0,0.0,1525,1983.0,61.1898,2739.0,1399.0,1324.0,99517,1.31,2.0,3.0,363200,0,1,0,3,380546.2917827298
-149.9492,2020.0,0.0,1455,1983.0,61.189407,2724.0,3162.0,1324.0,99517,1.31,2.0,3.0,346500,0,1,0,3,380546.2917827298
-149.9492,2020.0,0.0,1420,1983.0,61.189022,2661.0,8387.0,1512.0,99517,1.31,2.0,3.0,338200,0,1,0,3,380546.2917827298
-149.94926,2020.0,0.0,1494,1983.0,61.188538,2658.0,5829.0,1512.0,99517,1.31,2.0,3.0,355600,0,1,0,3,380546.2917827298
-149.94902,2020.0,0.0,1287,1983.0,61.188194,2389.0,2174.0,988.0,99517,1.31,1.5,2.0,306400,0,1,0,3,380546.2917827298
-149.94809,2020.0,0.0,1202,1983.0,61.188305,2387.0,4946.0,988.0,99517,1.31,1.5,2.0,286300,0,1,0,3,380546.2917827298
-149.94821,2020.0,0.0,1389,1983.0,61.189312,2725.0,6755.0,1324.0,99517,1.31,2.0,3.0,330600,0,1,0,3,380546.2917827298
-149.94751,2020.0,0.0,1469,1983.0,61.189026,2562.0,2336.0,1259.0,99517,1.31,1.5,3.0,349700,0,1,0,3,380546.2917827298
-149.94756,2020.0,0.0,1239,1983.0,61.188538,2387.0,2980.0,988.0,99517,1.31,1.5,2.0,295000,0,1,0,3,380546.2917827298
-149.94673,2020.0,0.0,1186,1983.0,61.18822,2474.0,3632.0,938.0,99517,1.31,2.0,2.0,282400,0,1,0,3,380546.2917827298
-149.94574,2020.0,0.0,1215,1983.0,61.18823,2343.0,1663.0,936.0,99517,1.31,1.5,2.0,289400,0,1,0,3,380546.2917827298
-149.94475,2020.0,0.0,1113,1983.0,61.188225,2341.0,3897.0,936.0,99517,1.31,1.5,2.0,265100,0,1,0,3,380546.2917827298
-149.94353,2020.0,0.0,1376,1983.0,61.188194,2551.0,4536.0,1512.0,99517,1.31,2.0,2.0,327700,0,1,0,3,380546.2917827298
-149.94437,2020.0,0.0,1368,1983.0,61.18894,2775.0,4787.0,1190.0,99517,1.31,3.0,3.0,325700,0,1,0,3,380546.2917827298
-149.94533,2020.0,0.0,1282,1983.0,61.18878,2644.0,5450.0,1166.0,99517,1.31,2.5,2.0,305300,0,1,0,3,380546.2917827298
-149.94609,2020.0,0.0,1341,1983.0,61.188683,2683.0,3822.0,1190.0,99517,1.31,2.5,3.0,319300,0,1,0,3,380546.2917827298
-149.94655,2020.0,0.0,1470,1983.0,61.18925,2710.0,1177.0,1248.0,99517,1.31,2.5,3.0,350100,0,1,0,3,380546.2917827298
-149.94588,2020.0,0.0,1334,1983.0,61.189503,2513.0,5838.0,1180.0,99517,1.31,1.5,3.0,317500,0,1,0,3,380546.2917827298
-149.94435,2020.0,0.0,1321,1983.0,61.189796,2464.0,3735.0,1216.0,99517,1.31,1.0,3.0,314500,0,1,0,3,380546.2917827298
-149.94398,2020.0,0.0,1330,1983.0,61.189323,2763.0,5352.0,1184.0,99517,1.31,3.0,2.0,316700,0,1,0,3,380546.2917827298
-149.94327,2020.0,0.0,1176,1983.0,61.189636,2336.0,2828.0,1040.0,99517,1.31,1.0,2.0,280000,0,1,0,3,380546.2917827298
-149.9457,2020.0,0.0,1520,1983.0,61.188984,2661.0,2176.0,1512.0,99517,1.31,2.0,3.0,361900,0,1,0,3,380546.2917827298
-149.94354,2020.0,0.0,1409,1983.0,61.18876,2504.0,4071.0,1512.0,99517,1.31,1.5,3.0,335500,0,1,0,3,380546.2917827298
-149.94012,2020.0,0.0,1353,1967.0,61.19142,2415.0,4302.0,960.0,99517,1.31,1.5,3.0,322100,0,1,0,3,380546.2917827298
-149.93683,2020.0,0.0,1407,1948.0,61.191444,2364.0,43.0,1108.0,99517,1.31,2.0,3.0,335000,0,1,0,3,380546.2917827298
-149.93973,2020.0,0.0,1113,1964.0,61.19106,1794.0,25.0,792.0,99517,1.31,2.0,2.0,264900,0,0,1,2,418509.68133802817
-149.93857,2020.0,0.0,1447,1961.0,61.190544,2053.0,3851.0,1040.0,99517,1.31,1.0,3.0,344500,0,1,0,3,380546.2917827298
-149.9367,2020.0,0.0,1224,1952.0,61.190563,1798.0,3137.0,800.0,99517,1.31,1.0,2.0,291400,0,1,0,3,380546.2917827298
-149.93573,2020.0,0.0,1709,1991.0,61.190563,2184.0,3378.0,1368.0,99517,1.31,1.5,2.0,406800,0,1,0,3,380546.2917827298
-149.93819,2020.0,0.0,1529,1961.0,61.190144,2444.0,4466.0,1300.0,99517,1.31,2.0,3.0,364000,0,1,0,3,380546.2917827298
