longitude,countyFIPS,monthlyHoaFee,annualHomeownersInsurance,yearBuilt,latitude,rentZestimate,timeOnZillow,livingArea,zipcode,propertyTaxRate,bathrooms,bedrooms,price,homeType_CONDO,homeType_SINGLE_FAMILY,homeType_OTHER,cluster,cluster_average_price
-149.84546,2020.0,0.0,669,1983.0,61.205162,1525.0,4073.0,861.0,99501,1.31,1.0,2.0,159200,0,1,0,3,380546.2917827298
-149.84325,2020.0,384.0,751,1983.0,61.204952,1807.0,3697.0,1005.0,99501,1.31,1.0,3.0,178700,1,0,0,1,200173.4314516129
-149.84361,2020.0,664.0,741,1983.0,61.205067,1592.0,4347.0,866.0,99501,1.31,1.0,2.0,176500,0,0,1,2,418509.68133802817
-149.84491,2020.0,384.0,575,1983.0,61.20519,1600.0,1796.0,720.0,99501,1.31,1.0,1.0,137000,1,0,0,1,200173.4314516129
-149.84402,2020.0,384.0,684,1983.0,61.205162,1669.0,604.0,865.0,99501,1.31,1.0,2.0,162900,1,0,0,1,200173.4314516129
-149.84497,2020.0,0.0,676,1983.0,61.20491,1666.0,3626.0,861.0,99501,1.31,1.0,2.0,161000,1,0,0,1,200173.4314516129
-149.84418,2020.0,0.0,705,1983.0,61.204643,1670.0,3746.0,866.0,99501,1.31,1.0,2.0,167900,1,0,0,1,200173.4314516129
-149.84422,2020.0,272.0,719,1983.0,61.204906,1672.0,5548.0,868.0,99501,1.31,1.0,2.0,171300,1,0,0,1,200173.4314516129
-149.84378,2020.0,0.0,793,1983.0,61.204803,1807.0,3682.0,1005.0,99501,1.31,1.0,3.0,188800,1,0,0,1,200173.4314516129
-149.84274,2020.0,392.0,743,1983.0,61.20458,1800.0,5146.0,989.0,99501,1.31,1.0,3.0,177000,1,0,0,1,200173.4314516129
-149.84274,2020.0,392.0,714,1983.0,61.20458,1670.0,3882.0,866.0,99501,1.31,1.0,2.0,170100,1,0,0,1,200173.4314516129
-149.8411,2020.0,0.0,709,1983.0,61.204704,1672.0,3533.0,868.0,99501,1.31,1.0,2.0,168700,1,0,0,1,200173.4314516129
-149.81529,2020.0,0.0,1232,2004.0,61.225693,2613.0,3359.0,1505.0,99508,1.31,2.0,3.0,293300,0,1,0,3,380546.2917827298
-149.8162,2020.0,0.0,1400,1952.0,61.22479,3124.0,3500.0,2114.0,99508,1.31,3.0,4.0,333300,0,1,0,3,380546.2917827298
-149.81789,2020.0,0.0,1311,2002.0,61.225693,2851.0,3780.0,1446.0,99508,1.31,2.0,5.0,312200,0,1,0,3,380546.2917827298
-149.81789,2020.0,0.0,1118,1996.0,61.224792,2244.0,4505.0,1164.0,99508,1.31,1.5,3.0,266300,0,1,0,3,380546.2917827298
-149.82079,2020.0,0.0,1197,2006.0,61.225327,2948.0,3829.0,1862.0,99508,1.31,2.5,4.0,284900,0,1,0,3,380546.2917827298
-149.82079,2020.0,0.0,1083,1950.0,61.225697,2580.0,3721.0,1794.0,99508,1.31,1.5,4.0,257900,0,1,0,3,380546.2917827298
-149.82022,2020.0,0.0,844,1945.0,61.227127,2096.0,8342.0,835.0,99508,1.31,2.0,2.0,201000,0,1,0,3,380546.2917827298
-149.81796,2020.0,0.0,1372,2000.0,61.226227,2780.0,2997.0,1556.0,99508,1.31,2.0,4.0,326700,0,1,0,3,380546.2917827298
-149.81705,2020.0,0.0,1215,1970.0,61.226597,2744.0,1250.0,1728.0,99508,1.31,2.0,4.0,289300,0,1,0,3,380546.2917827298
-149.8179,2020.0,0.0,1310,1968.0,61.227497,2148.0,4418.0,2080.0,99508,1.31,2.0,3.0,311800,0,0,1,2,418509.68133802817
-149.81534,2020.0,0.0,732,1949.0,61.227478,1590.0,5017.0,704.0,99508,1.31,1.0,2.0,174400,0,1,0,3,380546.2917827298
-149.81346,2020.0,0.0,1441,1965.0,61.22611,2282.0,2233.0,2116.0,99508,1.31,2.0,5.0,343100,0,0,1,2,418509.68133802817
-149.81268,2020.0,12.0,1255,2010.0,61.22707,2464.0,4180.0,1290.0,99508,1.31,2.0,3.0,298700,0,1,0,3,380546.2917827298
-149.80856,2020.0,0.0,857,1950.0,61.229984,1540.0,2888.0,1140.0,99508,1.31,1.0,1.0,204100,0,1,0,3,380546.2917827298
-149.8099,2020.0,0.0,772,1950.0,61.22791,2004.0,2374.0,1122.0,99508,1.31,1.0,2.0,183900,0,1,0,3,380546.2917827298
-149.81079,2020.0,0.0,904,1952.0,61.230396,1974.0,6319.0,1052.0,99508,1.31,1.0,2.0,215300,0,1,0,3,380546.2917827298
-149.81079,2020.0,0.0,2340,2012.0,61.228184,2855.0,4459.0,2918.0,99508,1.31,6.0,6.0,557100,0,0,1,2,418509.68133802817
-149.81161,2020.0,0.0,860,1950.0,61.228733,2327.0,6658.0,1424.0,99508,1.31,1.5,2.0,204800,0,1,0,3,380546.2917827298
-149.81163,2020.0,0.0,1428,1974.0,61.229984,2259.0,5541.0,1820.0,99508,1.31,3.0,5.0,340000,0,0,1,2,418509.68133802817
-149.8127,2020.0,0.0,999,1964.0,61.22819,2096.0,4291.0,996.0,99508,1.31,1.0,3.0,237900,0,1,0,3,380546.2917827298
-149.81436,2020.0,0.0,1064,2006.0,61.227985,2493.0,5795.0,1350.0,99508,1.31,2.0,3.0,253400,0,1,0,3,380546.2917827298
-149.81535,2020.0,0.0,1341,1967.0,61.22942,2066.0,2129.0,2184.0,99508,1.31,1.0,3.0,319200,0,0,1,2,418509.68133802817
-149.8284,2020.0,0.0,1819,1959.0,61.20731,2157.0,4368.0,2510.0,99508,1.31,2.0,6.0,433000,0,0,1,2,418509.68133802817
-149.82758,2020.0,0.0,1796,1954.0,61.207306,2935.0,4603.0,2455.0,99508,1.31,2.5,4.0,427500,0,1,0,3,380546.2917827298
-149.82758,2020.0,0.0,2613,1972.0,61.206287,2686.0,1898.0,3289.0,99508,1.31,4.0,5.0,622200,0,0,1,2,418509.68133802817
-149.82571,2020.0,0.0,1460,1950.0,61.20751,2557.0,2850.0,1392.0,99508,1.31,1.5,3.0,347600,0,1,0,3,380546.2917827298
-149.82466,2020.0,0.0,1662,1951.0,61.20649,2829.0,3658.0,2278.0,99508,1.31,2.0,5.0,395600,0,1,0,3,380546.2917827298
-149.82385,2020.0,0.0,1506,1950.0,61.20751,2532.0,4446.0,1368.0,99508,1.31,2.0,3.0,358600,0,1,0,3,380546.2917827298
-149.82385,2020.0,0.0,1668,1949.0,61.208904,2099.0,2601.0,1786.0,99508,1.31,2.0,4.0,397200,0,0,1,2,418509.68133802817
-149.82468,2020.0,0.0,1418,1963.0,61.208496,1952.0,4054.0,875.0,99508,1.31,1.0,2.0,337700,0,1,0,3,380546.2917827298
-149.82571,2020.0,0.0,1712,1957.0,61.2087,2092.0,4192.0,2272.0,99508,1.31,2.0,4.0,407700,0,0,1,2,418509.68133802817
-149.82654,2020.0,0.0,1398,1951.0,61.208904,2258.0,4612.0,1760.0,99508,1.31,1.0,3.0,332900,0,1,0,3,380546.2917827298
-149.82758,2020.0,0.0,1706,1965.0,61.208702,2353.0,4369.0,2016.0,99508,1.31,4.0,4.0,406300,0,0,1,2,418509.68133802817
-149.8089,2020.0,0.0,1136,1968.0,61.208717,2175.0,6081.0,960.0,99508,1.31,1.0,3.0,270400,0,1,0,3,380546.2917827298
-149.8089,2020.0,0.0,1103,1963.0,61.207294,2098.0,1344.0,1008.0,99508,1.31,1.0,3.0,262700,0,1,0,3,380546.2917827298
-149.8097,2020.0,0.0,1325,1960.0,61.206425,2048.0,2170.0,1188.0,99508,1.31,1.0,3.0,315400,0,1,0,3,380546.2917827298
-149.8097,2020.0,0.0,1246,1960.0,61.206753,2090.0,3609.0,864.0,99508,1.31,1.0,3.0,296600,0,1,0,3,380546.2917827298
-149.8097,2020.0,0.0,1399,1960.0,61.208073,2355.0,3525.0,1231.0,99508,1.31,1.5,3.0,333200,0,1,0,3,380546.2917827298
-149.81068,2020.0,0.0,1973,1972.0,61.208893,2427.0,4379.0,3108.0,99508,1.31,3.0,4.0,469800,0,0,1,2,418509.68133802817
-149.81068,2020.0,0.0,1344,1960.0,61.207577,2326.0,5499.0,1208.0,99508,1.31,1.5,3.0,320000,0,1,0,3,380546.2917827298
-149.8107,2020.0,0.0,1378,1960.0,61.206264,2115.0,4123.0,1231.0,99508,1.31,1.5,3.0,328100,0,1,0,3,380546.2917827298
-149.81177,2020.0,0.0,1646,1960.0,61.207245,3008.0,3925.0,2290.0,99508,1.31,2.5,3.0,391900,0,1,0,3,380546.2917827298
-149.81177,2020.0,0.0,1299,1951.0,61.20774,2087.0,2156.0,1612.0,99508,1.31,2.0,3.0,309200,0,0,1,2,418509.68133802817
-149.81177,2020.0,0.0,2944,2013.0,61.208725,2985.0,3641.0,3200.0,99508,1.31,6.0,6.0,700900,0,0,1,2,418509.68133802817
-149.81177,2020.0,0.0,2107,1953.0,61.209057,2552.0,1238.0,3065.0,99508,1.31,5.0,6.0,501700,0,0,1,2,418509.68133802817
-149.81285,2020.0,0.0,1273,1958.0,61.209217,2383.0,3242.0,1232.0,99508,1.31,1.75,3.0,303200,0,1,0,3,380546.2917827298
-149.81285,2020.0,0.0,1571,1967.0,61.20856,2277.0,1495.0,2135.0,99508,1.31,2.0,5.0,374000,0,0,1,2,418509.68133802817
-149.81285,2020.0,0.0,1034,1954.0,61.2084,1767.0,5367.0,694.0,99508,1.31,1.0,2.0,246300,0,1,0,3,380546.2917827298
-149.81285,2020.0,0.0,1523,1959.0,61.207737,2424.0,3091.0,1231.0,99508,1.31,2.0,3.0,362700,0,1,0,3,380546.2917827298
-149.81285,2020.0,0.0,1670,1961.0,61.207577,2146.0,8056.0,2565.0,99508,1.31,1.0,3.0,397500,0,1,0,3,380546.2917827298
-149.81285,2020.0,0.0,2088,1962.0,61.207413,2223.0,1925.0,2800.0,99508,1.31,2.0,6.0,497100,0,0,1,2,418509.68133802817
-149.81285,2020.0,0.0,1526,1960.0,61.20643,2271.0,4225.0,1820.0,99508,1.31,2.0,4.0,363300,0,0,1,2,418509.68133802817
-149.81367,2020.0,0.0,2115,1981.0,61.207413,2174.0,3220.0,2736.0,99508,1.31,3.0,6.0,503600,0,0,1,2,418509.68133802817
-149.81367,2020.0,0.0,1534,1959.0,61.208725,2738.0,1835.0,1632.0,99508,1.31,2.0,4.0,365300,0,1,0,3,380546.2917827298
-149.81468,2020.0,0.0,974,1957.0,61.209217,1787.0,8156.0,720.0,99508,1.31,1.0,2.0,231900,0,1,0,3,380546.2917827298
-149.81468,2020.0,0.0,1309,1951.0,61.20774,2212.0,1224.0,1626.0,99508,1.31,2.0,4.0,311700,0,0,1,2,418509.68133802817
-149.81468,2020.0,0.0,1360,1963.0,61.20643,2003.0,2519.0,1056.0,99508,1.31,1.5,3.0,323700,0,1,0,3,380546.2917827298
-149.8155,2020.0,0.0,1220,1962.0,61.20725,1892.0,5885.0,936.0,99508,1.31,1.0,3.0,290400,0,1,0,3,380546.2917827298
-149.8155,2020.0,0.0,1485,1957.0,61.20873,2676.0,2897.0,1680.0,99508,1.31,2.0,4.0,353600,0,1,0,3,380546.2917827298
-149.8165,2020.0,0.0,1078,1957.0,61.20938,2089.0,5100.0,880.0,99508,1.31,1.0,2.0,256700,0,1,0,3,380546.2917827298
-149.8165,2020.0,0.0,2180,1971.0,61.207737,2545.0,3609.0,3777.0,99508,1.31,2.5,6.0,519100,0,0,1,2,418509.68133802817
-149.8165,2020.0,0.0,1050,1959.0,61.206432,1303.0,4123.0,704.0,99508,1.31,1.0,1.0,249900,0,1,0,3,380546.2917827298
-149.81732,2020.0,0.0,651,1950.0,61.206924,1746.0,2756.0,7500.0,99508,1.31,0.0,3.0,155100,0,0,1,2,418509.68133802817
-149.81732,2020.0,0.0,1441,1952.0,61.207085,2813.0,4030.0,1920.0,99508,1.31,2.5,5.0,343200,0,1,0,3,380546.2917827298
-149.81732,2020.0,0.0,1290,1954.0,61.20725,2203.0,4080.0,1200.0,99508,1.31,2.0,4.0,307100,0,0,1,2,418509.68133802817
-149.81732,2020.0,0.0,1212,1952.0,61.207737,2333.0,4736.0,1121.0,99508,1.31,1.0,3.0,288600,0,1,0,3,380546.2917827298
-149.81732,2020.0,0.0,2391,1967.0,61.208405,3999.0,4771.0,4112.0,99508,1.31,4.0,7.0,569300,0,0,1,2,418509.68133802817
-149.81732,2020.0,0.0,1311,1970.0,61.20873,2327.0,1705.0,1008.0,99508,1.31,1.0,3.0,312100,0,1,0,3,380546.2917827298
-149.81831,2020.0,0.0,1308,1950.0,61.20873,2550.0,3766.0,1950.0,99508,1.31,2.0,3.0,311400,0,1,0,3,380546.2917827298
-149.81833,2020.0,0.0,1468,1951.0,61.207737,2024.0,4431.0,900.0,99508,1.31,1.0,3.0,349500,0,0,1,2,418509.68133802817
-149.81833,2020.0,0.0,1397,1949.0,61.20725,2247.0,4410.0,1744.0,99508,1.31,1.0,3.0,332500,0,1,0,3,380546.2917827298
-149.81831,2020.0,0.0,1176,1951.0,61.206924,1755.0,4306.0,1169.0,99508,1.31,1.0,2.0,280000,0,1,0,3,380546.2917827298
-149.81833,2020.0,0.0,1225,1950.0,61.2066,1823.0,2243.0,1076.0,99508,1.31,1.5,2.0,291600,0,1,0,3,380546.2917827298
-149.81932,2020.0,0.0,1688,1978.0,61.20692,2433.0,4369.0,2112.0,99508,1.31,3.0,6.0,401800,0,0,1,2,418509.68133802817
-149.82004,2020.0,0.0,1495,1954.0,61.207195,2543.0,4338.0,1268.0,99508,1.31,1.5,3.0,356000,0,1,0,3,380546.2917827298
-149.81921,2020.0,0.0,2094,1951.0,61.208565,3001.0,4270.0,2416.0,99508,1.31,3.0,4.0,498500,0,1,0,3,380546.2917827298
-149.82016,2020.0,0.0,1800,1956.0,61.209385,3332.0,1460.0,3064.0,99508,1.31,3.0,4.0,428600,0,1,0,0,657634.9143610013
-149.82101,2020.0,0.0,1379,1952.0,61.208073,2713.0,3729.0,1497.0,99508,1.31,3.0,3.0,328400,0,1,0,3,380546.2917827298
-149.82101,2020.0,0.0,1231,1950.0,61.209385,2403.0,4232.0,1756.0,99508,1.31,1.0,4.0,293200,0,1,0,3,380546.2917827298
-149.8228,2020.0,0.0,1712,1959.0,61.20741,2582.0,3907.0,2442.0,99508,1.31,2.0,3.0,407700,0,1,0,3,380546.2917827298
-149.81924,2020.0,0.0,1218,1970.0,61.205147,2301.0,3926.0,1152.0,99508,1.31,2.0,4.0,290100,0,1,0,3,380546.2917827298
-149.81923,2020.0,0.0,1592,1971.0,61.20362,2091.0,3683.0,2244.0,99508,1.31,1.0,3.0,379100,0,1,0,3,380546.2917827298
-149.82155,2020.0,0.0,1239,1973.0,61.20333,2310.0,51.0,1288.0,99508,1.31,1.5,4.0,295000,0,1,0,3,380546.2917827298
-149.82053,2020.0,0.0,1391,1972.0,61.20362,2463.0,3785.0,1562.0,99508,1.31,2.0,4.0,331200,0,1,0,3,380546.2917827298
-149.82089,2020.0,0.0,1217,1972.0,61.204067,1938.0,3766.0,1002.0,99508,1.31,0.0,3.0,289700,0,1,0,3,380546.2917827298
-149.82123,2020.0,0.0,1493,1972.0,61.204388,2525.0,3380.0,1706.0,99508,1.31,2.0,4.0,355400,0,1,0,3,380546.2917827298
-149.82123,2020.0,0.0,1462,1972.0,61.20484,2490.0,5562.0,1632.0,99508,1.31,2.0,4.0,348000,0,1,0,3,380546.2917827298
-149.8206,2020.0,0.0,1233,1973.0,61.20515,1999.0,7540.0,1085.0,99508,1.31,1.0,3.0,293600,0,1,0,3,380546.2917827298
-149.82164,2020.0,0.0,1659,1972.0,61.20558,3021.0,3423.0,2509.0,99508,1.31,2.5,5.0,394900,0,1,0,3,380546.2917827298
-149.823,2020.0,0.0,1278,1972.0,61.204475,2309.0,3865.0,1288.0,99508,1.31,1.5,4.0,304400,0,1,0,3,380546.2917827298
-149.82129,2020.0,0.0,1431,1973.0,61.205875,1374.0,1167.0,550.0,99508,1.31,1.0,1.0,340700,0,0,1,2,418509.68133802817
-149.81851,2020.0,0.0,1173,1971.0,61.203674,2081.0,4578.0,1250.0,99508,1.31,1.0,3.0,279200,0,1,0,3,380546.2917827298
-149.8172,2020.0,0.0,1365,1971.0,61.20445,2145.0,3581.0,1137.0,99508,1.31,2.0,3.0,325000,0,1,0,3,380546.2917827298
-149.81447,2020.0,0.0,1321,1974.0,61.204445,2238.0,3637.0,1466.0,99508,1.31,1.5,3.0,314500,0,1,0,3,380546.2917827298
-149.81447,2020.0,0.0,1221,1972.0,61.204155,1880.0,4169.0,924.0,99508,1.31,1.0,3.0,290800,0,1,0,3,380546.2917827298
-149.81738,2020.0,0.0,1258,1972.0,61.204136,2042.0,3819.0,1166.0,99508,1.31,1.0,3.0,299500,0,1,0,3,380546.2917827298
-149.8148,2020.0,0.0,1492,1972.0,61.20372,2189.0,4127.0,1836.0,99508,1.31,2.0,2.0,355200,0,1,0,3,380546.2917827298
-149.8119,2020.0,0.0,1383,1972.0,61.20372,2377.0,3935.0,1273.0,99508,1.31,2.0,4.0,329300,0,1,0,3,380546.2917827298
-149.81372,2020.0,0.0,1447,1973.0,61.20343,2397.0,4647.0,1346.0,99508,1.31,2.0,4.0,344500,0,1,0,3,380546.2917827298
-149.8165,2020.0,0.0,1325,1973.0,61.20343,2448.0,5618.0,1496.0,99508,1.31,2.0,4.0,315500,0,1,0,3,380546.2917827298
-149.81073,2020.0,0.0,1355,1972.0,61.203495,2329.0,3703.0,1500.0,99508,1.31,2.0,4.0,322500,0,0,1,2,418509.68133802817
-149.81073,2020.0,0.0,1500,1974.0,61.204937,2360.0,3815.0,1800.0,99508,1.31,2.0,5.0,357100,0,0,1,2,418509.68133802817
-149.8132,2020.0,0.0,1330,1972.0,61.20487,2285.0,3794.0,1318.0,99508,1.31,1.5,4.0,316600,0,1,0,3,380546.2917827298
-149.81587,2020.0,0.0,1538,1972.0,61.204872,2559.0,3532.0,1788.0,99508,1.31,2.0,4.0,366200,0,1,0,3,380546.2917827298
-149.8169,2020.0,0.0,1597,1972.0,61.204872,2560.0,3364.0,1788.0,99508,1.31,2.0,4.0,380200,0,1,0,3,380546.2917827298
-149.81792,2020.0,0.0,1496,1972.0,61.204872,2479.0,3343.0,1612.0,99508,1.31,2.0,4.0,356200,0,1,0,3,380546.2917827298
-149.81827,2020.0,0.0,1418,1971.0,61.205162,2398.0,2986.0,1352.0,99508,1.31,2.0,4.0,337500,0,1,0,3,380546.2917827298
-149.81758,2020.0,0.0,1268,1971.0,61.205162,2293.0,3854.0,1352.0,99508,1.31,1.5,4.0,301900,0,1,0,3,380546.2917827298
-149.81622,2020.0,0.0,1265,1971.0,61.20516,2293.0,3669.0,1352.0,99508,1.31,1.5,4.0,301300,0,1,0,3,380546.2917827298
-149.81554,2020.0,0.0,1428,1971.0,61.20516,2398.0,3581.0,1352.0,99508,1.31,2.0,4.0,340100,0,1,0,3,380546.2917827298
-149.81354,2020.0,0.0,1807,1972.0,61.20516,3272.0,3974.0,2704.0,99508,1.31,2.5,6.0,430200,0,1,0,0,657634.9143610013
-149.81287,2020.0,0.0,1999,1972.0,61.205154,2399.0,3570.0,2672.0,99508,1.31,4.0,8.0,476000,0,0,1,2,418509.68133802817
-149.81152,2020.0,0.0,1499,1972.0,61.20515,2329.0,3623.0,1500.0,99508,1.31,2.0,4.0,356800,0,0,1,2,418509.68133802817
-149.81682,2020.0,0.0,1439,1970.0,61.20558,2151.0,4221.0,1152.0,99508,1.31,2.0,3.0,342600,0,1,0,3,380546.2917827298
-149.81583,2020.0,0.0,1424,1970.0,61.205875,2301.0,3372.0,1152.0,99508,1.31,2.0,4.0,339100,0,1,0,3,380546.2917827298
-149.82298,2020.0,0.0,1585,1971.0,61.20336,2598.0,3771.0,1872.0,99508,1.31,2.0,4.0,377400,0,1,0,3,380546.2917827298
-149.81944,2020.0,265.0,957,1977.0,61.202694,1744.0,3646.0,940.0,99508,1.31,1.0,2.0,227800,1,0,0,1,200173.4314516129
-149.82027,2020.0,265.0,898,1977.0,61.202984,1744.0,4271.0,940.0,99508,1.31,1.0,2.0,213800,1,0,0,1,200173.4314516129
-149.82172,2020.0,265.0,911,1977.0,61.202984,1744.0,6846.0,940.0,99508,1.31,1.0,2.0,216900,1,0,0,1,200173.4314516129
-149.82169,2020.0,265.0,918,1977.0,61.202816,1744.0,2192.0,940.0,99508,1.31,1.0,2.0,218600,1,0,0,1,200173.4314516129
-149.82243,2020.0,0.0,907,1977.0,61.202984,1744.0,4338.0,940.0,99508,1.31,1.0,2.0,215900,1,0,0,1,200173.4314516129
-149.82278,2020.0,265.0,908,1977.0,61.203514,1744.0,3427.0,940.0,99508,1.31,1.0,2.0,216300,1,0,0,1,200173.4314516129
-149.82306,2020.0,265.0,939,1977.0,61.202858,1744.0,3424.0,940.0,99508,1.31,1.0,2.0,223500,1,0,0,1,200173.4314516129
-149.81154,2020.0,265.0,1665,1979.0,61.20273,2329.0,4067.0,1920.0,99508,1.31,2.0,4.0,396400,0,0,1,2,418509.68133802817
-149.81192,2020.0,265.0,1628,1979.0,61.20273,2327.0,2631.0,1872.0,99508,1.31,2.0,4.0,387600,0,0,1,2,418509.68133802817
-149.81767,2020.0,265.0,958,1978.0,61.202637,1735.0,3200.0,940.0,99508,1.31,1.0,2.0,228000,1,0,0,1,200173.4314516129
-149.81818,2020.0,265.0,872,1978.0,61.20264,1735.0,5108.0,940.0,99508,1.31,1.0,2.0,207700,1,0,0,1,200173.4314516129
-149.81847,2020.0,265.0,921,1978.0,61.202644,1735.0,5250.0,940.0,99508,1.31,1.0,2.0,219400,1,0,0,1,200173.4314516129
-149.81859,2020.0,265.0,1735,1977.0,61.20273,2654.0,4609.0,2028.0,99508,1.31,2.0,4.0,413200,0,1,0,3,380546.2917827298
-149.81674,2020.0,265.0,1601,1977.0,61.203014,2661.0,6341.0,2030.0,99508,1.31,2.0,4.0,381100,0,1,0,3,380546.2917827298
-149.81558,2020.0,265.0,922,1978.0,61.203083,1807.0,2465.0,871.0,99508,1.31,2.0,2.0,219500,1,0,0,1,200173.4314516129
-149.81503,2020.0,265.0,963,1978.0,61.203083,1871.0,3581.0,900.0,99508,1.31,1.0,2.0,229200,0,0,1,2,418509.68133802817
-149.81267,2020.0,265.0,956,1978.0,61.20301,1702.0,2974.0,900.0,99508,1.31,1.0,2.0,227500,1,0,0,1,200173.4314516129
-149.81172,2020.0,265.0,875,1978.0,61.203083,1702.0,3371.0,900.0,99508,1.31,1.0,2.0,208300,1,0,0,1,200173.4314516129
-149.81306,2020.0,0.0,1141,1980.0,61.20273,1757.0,4379.0,1168.0,99508,1.31,1.0,2.0,271700,0,1,0,3,380546.2917827298
-149.8143,2020.0,0.0,1134,1981.0,61.202732,1765.0,5430.0,1168.0,99508,1.31,1.0,2.0,269900,0,1,0,3,380546.2917827298
-149.82542,2020.0,0.0,1414,1953.0,61.2042,2349.0,2786.0,1519.0,99508,1.31,1.0,3.0,336600,0,1,0,3,380546.2917827298
-149.82372,2020.0,0.0,1812,1957.0,61.205402,2653.0,3483.0,1836.0,99508,1.31,2.0,3.0,431400,0,1,0,3,380546.2917827298
-149.82567,2020.0,0.0,1388,1954.0,61.205105,2359.0,3420.0,1360.0,99508,1.31,1.0,3.0,330400,0,1,0,3,380546.2917827298
-149.82732,2020.0,0.0,1541,1953.0,61.203094,2691.0,4781.0,1576.0,99508,1.31,2.0,3.0,366800,0,1,0,3,380546.2917827298
-149.82838,2020.0,0.0,1519,1953.0,61.20371,1914.0,4085.0,1034.0,99508,1.31,1.0,3.0,361700,0,0,1,2,418509.68133802817
-149.8265,2020.0,0.0,1239,1953.0,61.20551,1909.0,3423.0,748.0,99508,1.31,1.0,2.0,294900,0,1,0,3,380546.2917827298
-149.82756,2020.0,0.0,1636,1953.0,61.205105,2684.0,4554.0,1687.0,99508,1.31,2.0,3.0,389500,0,1,0,3,380546.2917827298
-149.82838,2020.0,0.0,1646,1953.0,61.205307,2829.0,4323.0,1636.0,99508,1.31,2.0,4.0,391800,0,1,0,3,380546.2917827298
-149.82939,2020.0,0.0,1452,1953.0,61.204193,2804.0,5156.0,1552.0,99508,1.31,2.0,4.0,345600,0,1,0,3,380546.2917827298
-149.82939,2020.0,0.0,1315,1959.0,61.20285,2248.0,5487.0,1152.0,99508,1.31,1.0,3.0,313000,0,1,0,3,380546.2917827298
-149.83002,2020.0,0.0,1292,1953.0,61.203705,2369.0,4409.0,1152.0,99508,1.31,1.0,3.0,307600,0,1,0,3,380546.2917827298
-149.8297,2020.0,0.0,1272,1953.0,61.205074,1951.0,3940.0,804.0,99508,1.31,1.0,2.0,302800,0,1,0,3,380546.2917827298
-149.83156,2020.0,0.0,1958,1953.0,61.20553,2921.0,1653.0,2360.0,99508,1.31,2.0,4.0,466100,0,1,0,3,380546.2917827298
-149.83174,2020.0,0.0,1808,1969.0,61.20585,2786.0,5556.0,2214.0,99508,1.31,2.0,4.0,430500,0,1,0,3,380546.2917827298
-149.83102,2020.0,0.0,1688,1958.0,61.20548,2618.0,4697.0,1976.0,99508,1.31,2.0,3.0,401800,0,1,0,3,380546.2917827298
-149.83073,2020.0,0.0,1707,1958.0,61.20534,2470.0,4226.0,1675.0,99508,1.31,1.5,3.0,406400,0,1,0,3,380546.2917827298
-149.83028,2020.0,0.0,1756,1958.0,61.20538,2608.0,3879.0,1976.0,99508,1.31,2.0,3.0,418100,0,1,0,3,380546.2917827298
-149.82994,2020.0,0.0,1897,1958.0,61.205383,2818.0,4018.0,2474.0,99508,1.31,2.0,4.0,451600,0,1,0,3,380546.2917827298
-149.82927,2020.0,0.0,1601,1958.0,61.205383,2607.0,4005.0,1976.0,99508,1.31,2.0,3.0,381300,0,1,0,3,380546.2917827298
-149.83092,2020.0,0.0,1338,1953.0,61.204357,2284.0,3924.0,1158.0,99508,1.31,2.0,2.0,318500,0,1,0,3,380546.2917827298
-149.83092,2020.0,0.0,1492,1953.0,61.20387,2804.0,4121.0,1592.0,99508,1.31,2.0,4.0,355300,0,1,0,3,380546.2917827298
-149.83092,2020.0,0.0,1867,2012.0,61.203705,2772.0,4381.0,1722.0,99508,1.31,2.0,4.0,444500,0,1,0,3,380546.2917827298
-149.83092,2020.0,0.0,1401,1953.0,61.203026,2369.0,2632.0,1152.0,99508,1.31,1.0,3.0,333600,0,1,0,3,380546.2917827298
-149.83154,2020.0,0.0,1316,1952.0,61.20354,2209.0,4064.0,874.0,99508,1.31,1.0,3.0,313400,0,1,0,3,380546.2917827298
-149.83153,2020.0,0.0,1296,1953.0,61.204357,2372.0,3751.0,1224.0,99508,1.31,1.0,3.0,308500,0,1,0,3,380546.2917827298
-149.83243,2020.0,0.0,1272,1952.0,61.204033,2313.0,5271.0,1150.0,99508,1.31,1.0,3.0,302900,0,1,0,3,380546.2917827298
-149.83244,2020.0,0.0,1259,1953.0,61.20285,2306.0,5005.0,960.0,99508,1.31,1.0,3.0,299800,0,1,0,3,380546.2917827298
-149.83305,2020.0,0.0,1186,1952.0,61.20354,2209.0,1215.0,874.0,99508,1.31,1.0,3.0,282300,0,1,0,3,380546.2917827298
-149.83307,2020.0,0.0,1277,1953.0,61.20485,2319.0,5108.0,1274.0,99508,1.31,1.0,3.0,304100,0,1,0,3,380546.2917827298
-149.83395,2020.0,0.0,1268,1952.0,61.204033,2179.0,1239.0,836.0,99508,1.31,1.0,3.0,301800,0,1,0,3,380546.2917827298
-149.83456,2020.0,0.0,1381,1953.0,61.20267,2532.0,6292.0,1428.0,99508,1.31,2.0,4.0,328700,0,0,1,2,418509.68133802817
-149.83426,2020.0,0.0,1310,1953.0,61.205048,2410.0,3870.0,1062.0,99508,1.31,1.5,3.0,311900,0,1,0,3,380546.2917827298
-149.83546,2020.0,0.0,1004,1952.0,61.20403,2313.0,5626.0,1150.0,99508,1.31,1.0,3.0,239100,0,1,0,3,380546.2917827298
